"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"32","HERE (not every time but I am down with the flavor swirl) https://t.co/Us5SjjhMKM",FALSE,28780,NA,2017-04-16 04:48:19,FALSE,NA,"853470083384877056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",4599,FALSE,FALSE,NA,NA
"33","@DonaldJTrumpJr HAHAHA LOL !!! LMAO #gotem <ed><U+00A0><U+00BD><ed><U+00B9><U+0084>",FALSE,8321,"DonaldJTrumpJr",2017-04-15 20:43:52,FALSE,"853341481175789571","853348167571488768","39344374","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",681,FALSE,FALSE,NA,NA
"34","@VogueRunway The brown bag is Valextra! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> xoxo",FALSE,44,"VogueRunway",2017-04-15 19:57:52,FALSE,"853334935289114625","853336592215228416","21401466","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",1,FALSE,FALSE,NA,NA
"35","I need a bigger garage. GIFTING QUEEN DOES IT AGAIN @krisjenner you are BONKERS we love you <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/TltEu4l4z8",FALSE,48748,NA,2017-04-15 19:31:18,FALSE,NA,"853329907870384128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",2448,FALSE,FALSE,NA,NA
"36","https://t.co/h2HBwVHaxx",FALSE,48148,NA,2017-04-15 19:29:36,FALSE,NA,"853329476788174848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",8058,FALSE,FALSE,NA,NA
"37","Yesterday was LIT https://t.co/GZFVqULsyR",FALSE,66226,NA,2017-04-15 19:26:42,FALSE,NA,"853328747847573504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",7022,FALSE,FALSE,NA,NA
"38","@MattyFray @johnlegend This is awesome!!",FALSE,94,"MattyFray",2017-04-14 21:36:41,FALSE,"852997325660278784","852999072680075264","44564366","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",1,FALSE,FALSE,NA,NA
"39","<U+2600><U+FE0F><U+2600><U+FE0F><U+2600><U+FE0F> https://t.co/uIBle40KXn",FALSE,5133,NA,2017-04-14 20:24:10,FALSE,NA,"852980824601378816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",320,FALSE,FALSE,NA,NA
"40","https://t.co/ZVpJ2PRXtq",FALSE,16110,NA,2017-04-14 19:49:59,FALSE,NA,"852972220259287040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",1089,FALSE,FALSE,NA,NA
"41","Happy first birthday Lu!!!! My lovebug. You are all the best parts of the both of us and I… https://t.co/oErQyAOMl2",FALSE,8666,NA,2017-04-14 17:04:08,FALSE,NA,"852930481347854337",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","chrissyteigen",622,FALSE,FALSE,NA,NA
"42","Lol better get a tandem https://t.co/YWtootJhPp",FALSE,8808,NA,2017-04-14 16:01:19,FALSE,NA,"852914672835543041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",598,FALSE,FALSE,NA,NA
"43","NO PEACH GLOW HARMED!! https://t.co/cLGJSthcEq",FALSE,13245,NA,2017-04-14 16:00:20,FALSE,NA,"852914428710273024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",1677,FALSE,FALSE,NA,NA
"44","Re-watching ""Little Miss Sunshine"" and timed my Steve Carell photo perfectly https://t.co/KwpZAhpvXm",FALSE,25655,NA,2017-04-14 00:39:10,FALSE,NA,"852682609213800448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",1938,FALSE,FALSE,NA,NA
"45","@cjmitchelll @theajawhite Thank you! It was really important to us that the palette worked for as many women as humanly possible!",FALSE,83,"cjmitchelll",2017-04-14 00:21:27,FALSE,"852677648639832064","852678150223953920","1055208998","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",3,FALSE,FALSE,NA,NA
"46","@theajawhite @cjmitchelll Trust me, I know how hard it is to find a match! I have yellow undertones while my mom has brown, we both love!!",FALSE,70,"theajawhite",2017-04-14 00:15:32,FALSE,"852673362228789249","852676658834395137","799099900650659844","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",2,FALSE,FALSE,NA,NA
"47","@aoifemcully Omg I thought you said knock off I was bout to go off lol <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",FALSE,21,"aoifemcully",2017-04-14 00:14:06,FALSE,"852674728649162752","852676300154208260","1550512508","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",0,FALSE,FALSE,NA,NA
"48","@kbarnie34 @BECCA_COSMETICS Except not at all. Both are great! https://t.co/0bT1Wpn1Gh",FALSE,219,"kbarnie34",2017-04-13 23:27:13,FALSE,"852663434093109248","852664501958823936","2301775164","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",17,FALSE,FALSE,NA,NA
"49","Please play me minute 1:50+ of ""famous"" during my funeral montage. Bom bom.",FALSE,12290,NA,2017-04-13 23:18:57,FALSE,NA,"852662421361741824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",2199,FALSE,FALSE,NA,NA
"50","@urbandoll @BECCA_COSMETICS <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>",FALSE,693,"urbandoll",2017-04-13 23:05:37,FALSE,"852655004468916224","852659066912550916","2847258711","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",50,FALSE,FALSE,NA,NA
"51","<ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9> me too!!!! https://t.co/JxJAYsAmJT",FALSE,25182,NA,2017-04-13 23:03:27,FALSE,NA,"852658518880550913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",4220,FALSE,FALSE,NA,NA
"52","@JimmyLenigan I have no idea if you're joking but I'm literally in it",FALSE,59,"JimmyLenigan",2017-04-13 00:38:35,FALSE,"852318839517970432","852320072601411585","924383538","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",1,FALSE,FALSE,NA,NA
"53","major allergies. dreamt about a cat. is it possible I am also allergic to dream cats",FALSE,19437,NA,2017-04-12 23:11:50,FALSE,NA,"852298241270001665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",1779,FALSE,FALSE,NA,NA
"54","@BRANDONWARDELL well well well my how the turn tables",FALSE,250,"BRANDONWARDELL",2017-04-12 22:59:57,FALSE,"852292109025595392","852295252841025536","58323389","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",12,FALSE,FALSE,NA,NA
"55","@BRANDONWARDELL Looks I have just been ""blasted"" with a lawsuit from the pope. He does not blast cigs and never has",FALSE,213,"chrissyteigen",2017-04-12 22:44:33,FALSE,"852287593240768514","852291376679137283","39364684","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",12,FALSE,FALSE,NA,NA
"56","@ttydani Not even close",FALSE,21,"ttydani",2017-04-12 22:43:06,FALSE,"852290844384276481","852291011325906946","1336749943","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",1,FALSE,FALSE,NA,NA
"57","@BRANDONWARDELL I like to blast positivity and online content now",FALSE,577,"chrissyteigen",2017-04-12 22:38:23,FALSE,"852289400570511360","852289822710476800","39364684","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",35,FALSE,FALSE,NA,NA
"58","@BRANDONWARDELL I have blasted a cig before it wasn't ""cool"" or ""delicious"" it was a bad time",FALSE,227,"BRANDONWARDELL",2017-04-12 22:36:42,FALSE,"852288040227807232","852289400570511360","58323389","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",19,FALSE,FALSE,NA,NA
"59","I don't like charging my phone on the plane because a large part of me feels like I am sucking energy and power from the engine",FALSE,88980,NA,2017-04-12 22:34:19,FALSE,NA,"852288801791717376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",8868,FALSE,FALSE,NA,NA
"60","@BRANDONWARDELL The pope DOES blast cigs",FALSE,620,"BRANDONWARDELL",2017-04-12 22:29:31,FALSE,"852014284854837249","852287593240768514","58323389","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",81,FALSE,FALSE,NA,NA
"61","@missremiashten I went to Sylvan learning center which is the same thing with a bribe coins and Lisa Frank goods",FALSE,2307,"missremiashten",2017-04-12 22:22:59,FALSE,"852284909850730497","852285946808721410","1054016472","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",82,FALSE,FALSE,NA,NA
"62","varsity blues (1999) https://t.co/HV3QcsShfw",FALSE,5330,NA,2017-04-11 20:44:59,FALSE,NA,"851898898796826624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",442,FALSE,FALSE,NA,NA
"63","send me your dramatic lines you want my mom to read",FALSE,7668,NA,2017-04-11 20:24:11,FALSE,NA,"851893664355725312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chrissyteigen",280,FALSE,FALSE,NA,NA
"64","i am actually so angry i cannot go on about my day https://t.co/cmGGP5X8F3",FALSE,1744,NA,2017-04-11 20:21:04,FALSE,NA,"851892877441417216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chrissyteigen",73,FALSE,FALSE,NA,NA
