"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2481","RT @BitsieTulloch: #TaxDay reminder that undocumented immigrants contribute BILLIONS to the IRS. Hey @realDonaldTrump, maybe show us your t…",FALSE,0,NA,2017-04-18 19:19:19,FALSE,NA,"854414055737630721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PiperPerabo",70,TRUE,FALSE,NA,NA
"2482","RT @BuckyIsotope: If you send the IRS a picture of naked Shrek you don’t have to pay any taxes",FALSE,0,NA,2017-04-18 19:19:19,FALSE,NA,"854414053564977152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bunnyychelle",171,TRUE,FALSE,NA,NA
"2483","RT @People4Bernie: Undocumented immigrants pay their taxes

Global corporations and Trump avoids them

Any questions? #TaxDay https://t.co/…",FALSE,0,NA,2017-04-18 19:19:19,FALSE,NA,"854414053371990018",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jonyedin",26,TRUE,FALSE,NA,NA
"2484","RT @Mom101: I admit I feel moderately resentful paying federal taxes today, not knowing whether our president does too. #TaxDay",FALSE,0,NA,2017-04-18 19:19:19,FALSE,NA,"854414053027991553",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","thebestjasmine",4,TRUE,FALSE,NA,NA
"2485","RT @realDonaldTrump: Democrat Jon Ossoff would be a disaster in Congress. VERY weak on crime and illegal immigration, bad for jobs and want…",FALSE,0,NA,2017-04-18 19:19:19,FALSE,NA,"854414052608684032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Crystalistweet",10825,TRUE,FALSE,NA,NA
"2486","How can @heathmello make us the ""city of the future"" if he want to go to the past of high spending and high taxes. #MistakenMello @OWHnews",FALSE,0,NA,2017-04-18 19:19:18,FALSE,NA,"854414052235378688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WackAttackin",0,FALSE,FALSE,NA,NA
"2487","RT @charliekirk11: If you are complaining that you are sending too much money to DC today, never vote for a Democrat. They love raising you…",FALSE,0,NA,2017-04-18 19:19:18,FALSE,NA,"854414049832042496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","earlrg49",443,TRUE,FALSE,NA,NA
"2488","RT @kylegriffin1: Elizabeth Warren rips Trump on his taxes to @NBCNews: ""The issue is not over. He promised during the campaign he would re…",FALSE,0,NA,2017-04-18 19:19:17,FALSE,NA,"854414047218995202",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","waywardson2016",745,TRUE,FALSE,NA,NA
"2489","@thehill It's a Canary waiting to sing in his taxes not a dead parrot!",FALSE,0,"thehill",2017-04-18 19:19:17,FALSE,"854410223808806912","854414044928802816","1917731","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","BarryMacsigns",0,FALSE,FALSE,NA,NA
"2490","RT @CloydRivers: Happy Tax Day. Remember to pay your taxes this year so the Government can give it to people that don't work as hard as you…",FALSE,0,NA,2017-04-18 19:19:17,FALSE,NA,"854414044924706818",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","N22sanchez",930,TRUE,FALSE,NA,NA
"2491","RT @MaxineWaters: Trump will not release his taxes b/c he has something to hide.  He's only out to enrich himself, his wealthy cabinet, &amp; W…",FALSE,0,NA,2017-04-18 19:19:17,FALSE,NA,"854414044576583680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","PricklyPam",5754,TRUE,FALSE,NA,NA
"2492","RT @umpire43: Think?? Only 17 of 535 members of congress have disclosed their taxes. Only 11 of 100 Senators.BUT all we hear is Trumps taxes",FALSE,0,NA,2017-04-18 19:19:16,FALSE,NA,"854414043494453253",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lauren_Nann",28,TRUE,FALSE,NA,NA
"2493","RT @bittman: Soda taxes work for public health; lending my support to the bill in CT, details here via @DrDavidKatz- https://t.co/jW9RTAdOgR",FALSE,0,NA,2017-04-18 19:19:16,FALSE,NA,"854414040281600000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NNUS",9,TRUE,FALSE,NA,NA
"2494","RT @bresla_linda: @lacrossemom5 @auctionman67 @MaxineWaters Not wanting to to see a President's Taxes is like buying a Used Car without loo…",FALSE,0,NA,2017-04-18 19:19:15,FALSE,NA,"854414039732170754",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnnH1958",7,TRUE,FALSE,NA,NA
"2495","@deepriversnacks eating Deep River Snacks is better than taxes any day! #taxday",FALSE,0,"deepriversnacks",2017-04-18 19:19:15,FALSE,"854363944424701953","854414039237120000","55621794","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dadtobe81",0,FALSE,FALSE,NA,NA
"2496","RT @American_Bridge: The #ACA is working, but #Trump is trying to sabotage it so he can pass #Trumpcare and cut taxes for millionaires  htt…",FALSE,0,NA,2017-04-18 19:19:15,FALSE,NA,"854414038582931457",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","safety_refinery",4,TRUE,FALSE,NA,NA
"2497","RT @FatherWithTwins: *spends all day doing taxes*
*spends all evening drinking*
*spends all night crying*",FALSE,0,NA,2017-04-18 19:19:15,FALSE,NA,"854414037827727360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheAlexNevil",42,TRUE,FALSE,NA,NA
"2498","No Shit.....
https://t.co/dYRjddVHVo",FALSE,0,NA,2017-04-18 19:19:15,FALSE,NA,"854414036699672577",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Old_BuzzardAMer",0,FALSE,FALSE,NA,NA
"2499","RT @OversightDems: QUESTION: Do YOU want to see #POTUS #Trump’s Taxes?",FALSE,0,NA,2017-04-18 19:19:15,FALSE,NA,"854414036104040448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","TheHelenChapel",333,TRUE,FALSE,NA,NA
"2500","RT @TRUMPMOVEMENTUS: The super Liberal Democrat in the Georgia Congressioal race tomorrow wants to protect criminals, allow illegal immigra…",FALSE,0,NA,2017-04-18 19:19:14,FALSE,NA,"854414035491713024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DebAlwaystrump",42,TRUE,FALSE,NA,NA
"2501","RT @PressGop: Whose taxes is she worried about? Even more reason to vote for Omar Navarro in the 43rd District. The reason why... https://t…",FALSE,0,NA,2017-04-18 19:19:14,FALSE,NA,"854414035483283458",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarilynJLevins1",167,TRUE,FALSE,NA,NA
"2502","Where Your Dollars Are Going: Why Some Antiwar Activists Are Withholding Taxes https://t.co/Ay4ThizKL0 via @truthout",FALSE,0,NA,2017-04-18 19:19:14,FALSE,NA,"854414032555700224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SenatorMeka31",0,FALSE,FALSE,NA,NA
"2503","RT @umpire43: Think?? Only 17 of 535 members of congress have disclosed their taxes. Only 11 of 100 Senators.BUT all we hear is Trumps taxes",FALSE,0,NA,2017-04-18 19:19:14,FALSE,NA,"854414032328994817",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","johnnorton7",28,TRUE,FALSE,NA,NA
"2504","RT @SenKamalaHarris: On #TaxDay, a reminder that undocumented immigrants pay taxes. https://t.co/peJSzigfHk",FALSE,0,NA,2017-04-18 19:19:13,FALSE,NA,"854414030760538112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","chicawis",177,TRUE,FALSE,NA,NA
