"","weight","height","male","educ","physical","stamps","white","black"
"2136",170,69,1,17,5,0,0,1
"2137",132,66,0,9,1,0,0,1
"2138",170,59,0,14,4,0,0,0
"2139",97,58,0,13,3,0,1,0
"2140",280,72,1,13,4,0,0,0
"2141",127,64,1,11,1,0,0,0
"2142",265,62,0,11,1,0,0,0
"2143",190,62,0,12,1,0,1,0
"2144",150,61,0,17,5,0,1,0
"2145",147,70,1,14,4,0,0,1
"2146",170,65,0,12,2,0,1,0
"2147",240,62,0,7,3,0,0,1
"2148",226,64,0,6,1,0,0,1
"2149",167,66,0,8,3,0,0,1
"2150",185,67,1,7,1,1,0,1
"2151",135,68,0,12,3,0,1,0
"2152",195,71,1,16,2,0,0,1
"2153",210,64,0,11,4,0,0,1
"2154",150,64,0,12,3,0,0,1
"2155",129,NA,0,4,2,0,0,1
"2156",140,62,0,9,5,1,0,1
"2157",168,67,1,12,3,0,0,1
"2158",182,74,1,16,3,0,1,0
"2159",153,72,1,11,3,0,0,1
"2160",150,64,0,9,1,1,1,0
"2161",130,65,1,14,3,0,0,1
"2162",129,65,0,12,1,0,0,1
"2163",160,66,0,12,1,1,0,1
"2164",190,63,0,17,3,0,1,0
"2165",180,66,0,8,3,0,0,1
"2166",185,71,0,10,3,1,0,1
"2167",135,61,0,12,1,0,0,0
"2168",170,71,1,8,1,0,1,0
"2169",158,64,0,13,3,0,1,0
"2170",190,69,1,13,5,0,0,0
"2171",185,66,0,12,4,0,1,0
"2172",210,58,0,7,3,1,0,1
"2173",145,66,1,5,3,1,0,1
"2174",154,59,0,11,1,0,1,0
"2175",200,63,0,14,3,0,1,0
"2176",148,68,1,10,3,0,1,0
"2177",120,65,0,17,5,0,1,0
"2178",170,66,0,13,4,0,1,0
"2179",215,70,1,17,5,0,1,0
"2180",140,63,0,13,5,0,0,1
"2181",185,68,1,12,3,0,1,0
"2182",128,62,0,12,1,0,0,1
"2183",90,59,0,12,1,0,1,0
"2184",165,69,1,14,1,0,1,0
"2185",145,65,0,16,5,0,1,0
"2186",135,69,1,7,1,0,0,1
"2187",191,64,0,10,1,0,0,1
"2188",230,71,0,12,1,0,0,1
"2189",125,65,0,16,4,0,1,0
"2190",135,60,0,15,5,0,1,0
"2191",225,75,1,8,1,0,1,0
"2192",220,62,0,0,1,0,0,0
"2193",215,64,0,10,1,0,1,0
"2194",110,63,0,17,5,0,1,0
"2195",164,69,1,17,5,0,1,0
"2196",115,63,0,14,4,0,1,0
"2197",165,68,1,12,4,0,1,0
"2198",158,67,1,10,4,0,1,0
"2199",167,65,0,12,4,0,0,1
"2200",130,71,1,12,4,0,0,0
"2201",155,69,1,13,4,0,1,0
"2202",120,61,0,13,4,0,1,0
"2203",120,60,0,16,5,0,0,1
"2204",115,61,0,10,1,0,0,1
"2205",190,71,1,12,1,0,0,1
"2206",154,66,1,14,1,0,0,1
"2207",162,65,1,11,3,0,0,1
"2208",250,70,0,8,1,0,1,0
"2209",250,84,1,12,3,0,1,0
"2210",190,66,0,9,5,0,1,0
"2211",169,63,0,12,1,0,0,1
"2212",162,71,1,4,5,0,1,0
"2213",172,69,1,17,2,0,1,0
"2214",145,65,0,12,2,0,1,0
"2215",189,63,0,12,3,0,1,0
"2216",185,62,0,12,3,0,0,1
"2217",172,68,1,10,3,0,0,1
"2218",171,60,0,7,3,1,0,0
"2219",165,64,0,12,2,0,0,1
"2220",140,63,0,14,3,0,0,0
"2221",136,64,0,12,4,0,1,0
"2222",180,71,1,14,5,0,1,0
"2223",190,66,0,11,3,0,1,0
"2224",135,65,0,12,4,0,1,0
"2225",95,66,0,11,2,0,1,0
"2226",133,61,0,16,1,0,0,1
"2227",210,74,1,14,3,0,1,0
"2228",140,63,0,15,3,0,0,1
"2229",155,65,1,8,3,0,1,0
"2230",206,60,0,5,3,1,1,0
"2231",172,67,1,14,4,0,0,1
"2232",190,73,1,17,5,0,1,0
"2233",115,67,1,14,4,0,0,0
"2234",NA,64,0,11,2,0,1,0
"2235",165,71,1,13,5,0,1,0
"2236",137,67,0,12,4,0,1,0
"2237",160,68,1,16,3,0,0,1
"2238",165,68,0,12,3,1,1,0
"2239",153,63,0,16,4,0,0,1
"2240",128,62,0,12,5,0,0,1
"2241",170,62,0,13,1,0,1,0
"2242",135,62,0,12,4,0,1,0
"2243",141,61,0,12,3,0,0,1
"2244",92,58,0,10,1,0,0,1
"2245",120,63,0,12,4,0,0,1
"2246",215,77,1,14,5,0,1,0
"2247",182,72,1,16,5,0,1,0
"2248",115,59,0,17,5,0,1,0
"2249",137,68,0,13,1,0,0,1
"2250",178,72,1,12,4,0,0,1
"2251",148,62,0,7,1,0,1,0
"2252",130,64,0,13,2,0,1,0
"2253",190,66,0,14,3,0,0,1
"2254",136,64,1,12,5,0,1,0
"2255",169,66,1,4,2,0,0,0
"2256",120,66,1,3,1,1,0,1
"2257",160,70,0,12,5,0,1,0
"2258",92,63,0,12,1,0,1,0
"2259",238,70,1,12,3,0,1,0
"2260",175,65,0,12,1,0,0,1
"2261",220,64,0,12,2,0,0,1
"2262",195,63,0,12,1,0,0,1
"2263",125,62,0,12,3,0,1,0
"2264",168,62,0,12,1,0,0,1
"2265",200,65,0,12,1,0,0,1
"2266",134,68,0,12,5,0,1,0
"2267",205,70,1,17,3,0,1,0
"2268",130,66,0,17,5,0,1,0
"2269",198,70,1,16,3,0,1,0
"2270",169,67,0,12,3,0,0,1
"2271",175,67,1,16,3,0,1,0
"2272",185,62,0,12,2,0,0,1
"2273",196,62,0,9,1,0,0,1
"2274",198,59,0,8,1,0,1,0
"2275",172,67,1,17,3,0,0,1
"2276",165,71,1,12,5,0,1,0
"2277",145,67,0,12,3,0,1,0
"2278",155,68,1,12,1,0,1,0
"2279",162,69,1,8,5,0,1,0
"2280",170,60,0,5,2,0,0,1
"2281",210,69,1,17,3,0,0,1
"2282",140,62,0,16,3,0,0,1
"2283",234,64,0,11,3,0,0,1
"2284",153,72,1,3,3,0,0,1
"2285",208,70,1,15,1,0,0,1
"2286",232,66,0,10,5,0,0,1
"2287",196,68,1,8,5,0,1,0
"2288",145,67,1,8,1,0,1,0
"2289",180,59,0,6,1,0,1,0
"2290",125,63,0,11,5,0,1,0
"2291",188,69,0,12,1,0,1,0
"2292",190,77,1,14,3,1,0,0
"2293",123,60,0,15,1,0,0,1
"2294",173,72,1,17,5,0,0,1
"2295",173,65,1,12,1,0,0,0
"2296",138,59,0,16,4,0,0,0
"2297",135,62,0,10,5,0,1,0
"2298",114,62,0,12,2,1,0,0
"2299",138,61,0,13,2,0,1,0
"2300",127,63,0,17,2,0,0,1
"2301",135,67,1,16,3,0,1,0
"2302",125,64,0,15,5,0,1,0
"2303",170,62,0,10,3,1,1,0
"2304",132,69,1,12,1,0,1,0
"2305",152,66,0,0,2,0,0,1
"2306",136,61,0,12,2,0,0,1
"2307",140,68,0,14,5,0,1,0
"2308",126,67,0,13,1,0,1,0
"2309",135,66,0,12,3,0,1,0
"2310",105,60,0,10,3,0,1,0
"2311",160,69,0,16,3,0,0,0
"2312",145,62,0,11,5,0,0,1
"2313",113,69,1,12,2,0,1,0
"2314",132,65,0,12,2,0,1,0
"2315",173,64,1,8,5,0,1,0
"2316",121,62,0,13,2,0,0,1
"2317",222,67,1,10,1,1,0,1
"2318",185,63,0,8,5,0,1,0
"2319",260,76,1,12,2,0,1,0
"2320",150,66,1,15,5,0,0,1
"2321",155,65,0,12,3,0,1,0
"2322",135,61,0,11,3,0,1,0
"2323",132,62,0,17,3,0,1,0
"2324",180,67,1,17,3,0,0,0
"2325",130,67,0,17,3,0,0,1
"2326",150,65,0,14,5,0,0,1
"2327",136,64,0,13,2,0,1,0
"2328",118,67,1,7,3,0,1,0
"2329",155,62,0,15,5,0,0,1
"2330",135,60,0,16,1,0,0,1
"2331",185,68,0,12,3,0,0,1
"2332",170,69,0,12,3,0,1,0
"2333",155,63,0,12,3,0,1,0
"2334",103,60,0,8,2,0,1,0
"2335",185,72,1,12,5,0,1,0
"2336",107,66,1,11,1,0,0,0
"2337",185,71,1,8,2,0,1,0
"2338",145,60,0,8,2,0,1,0
"2339",106,60,0,8,1,0,1,0
"2340",165,69,1,12,4,0,1,0
"2341",150,62,0,12,1,0,1,0
"2342",115,62,0,12,5,0,1,0
"2343",125,65,0,12,5,0,1,0
"2344",170,71,1,9,4,0,1,0
"2345",145,67,1,12,2,0,1,0
"2346",180,71,1,12,3,0,1,0
"2347",175,70,1,17,4,0,1,0
"2348",140,63,0,6,4,0,0,0
"2349",180,66,0,10,5,0,0,1
"2350",176,69,1,14,3,0,1,0
"2351",220,69,1,9,1,0,0,1
"2352",140,60,0,9,1,0,1,0
"2353",227,71,1,13,1,0,0,1
"2354",110,65,0,16,4,0,1,0
"2355",160,65,0,14,2,0,1,0
"2356",190,71,1,8,1,0,0,1
"2357",162,69,1,12,3,0,1,0
"2358",153,64,0,6,1,0,1,0
"2359",140,62,0,12,4,0,1,0
"2360",162,67,1,11,5,0,1,0
"2361",170,61,0,11,5,0,1,0
"2362",200,67,0,8,1,0,1,0
"2363",160,69,1,11,5,0,0,1
"2364",135,72,0,13,4,0,1,0
"2365",125,63,0,15,5,0,1,0
"2366",122,62,0,11,3,0,1,0
"2367",110,61,0,13,5,0,1,0
"2368",120,65,0,14,1,0,1,0
"2369",180,66,0,14,2,0,1,0
"2370",270,65,1,10,1,0,0,0
"2371",165,71,1,16,3,0,1,0
"2372",145,62,0,13,2,0,1,0
"2373",160,66,0,17,3,0,1,0
"2374",NA,66,0,12,1,0,1,0
"2375",162,65,0,12,1,0,0,1
"2376",140,65,0,12,2,0,1,0
"2377",220,77,1,9,1,0,0,1
"2378",145,70,1,15,3,0,1,0
"2379",118,62,0,16,1,0,1,0
"2380",145,68,1,13,4,0,0,1
"2381",180,69,1,12,1,0,0,1
"2382",145,70,1,17,3,0,1,0
"2383",115,63,0,14,2,0,1,0
"2384",195,71,0,14,3,1,0,0
"2385",137,64,0,13,4,0,1,0
"2386",185,69,0,14,3,0,1,0
"2387",210,66,0,12,3,0,1,0
"2388",135,66,0,12,2,0,1,0
"2389",145,60,0,8,1,1,1,0
"2390",120,66,0,12,5,0,1,0
"2391",115,68,0,8,1,0,0,1
"2392",142,62,0,12,5,0,1,0
"2393",167,65,0,8,1,1,0,1
"2394",218,70,1,12,3,0,1,0
"2395",125,NA,1,0,1,0,0,1
"2396",168,65,0,11,3,0,1,0
"2397",185,73,1,17,3,0,1,0
"2398",155,65,0,12,4,0,1,0
"2399",180,66,1,12,1,0,1,0
"2400",115,65,1,8,1,0,1,0
"2401",105,64,0,10,3,0,1,0
"2402",145,67,0,12,4,0,1,0
"2403",160,67,1,13,3,0,1,0
"2404",175,73,1,17,5,0,1,0
"2405",113,63,0,14,3,0,1,0
"2406",160,64,0,12,5,0,0,1
"2407",100,62,0,10,1,0,1,0
"2408",145,66,1,8,3,0,1,0
"2409",136,61,0,11,4,0,1,0
"2410",180,60,0,16,1,0,1,0
"2411",160,65,0,5,1,0,0,1
"2412",214,65,0,6,1,0,0,1
"2413",182,73,1,5,1,1,0,1
"2414",160,71,1,12,5,0,1,0
"2415",125,65,0,12,2,0,1,0
"2416",160,65,0,17,3,0,0,1
"2417",132,65,0,13,3,0,1,0
"2418",142,65,1,16,3,0,1,0
"2419",142,68,0,12,3,0,1,0
"2420",200,72,1,12,5,0,1,0
"2421",214,71,1,10,3,0,1,0
"2422",163,65,1,10,1,0,0,1
"2423",160,71,1,13,5,0,1,0
"2424",119,60,0,16,5,0,1,0
"2425",130,62,0,14,1,0,1,0
"2426",200,65,0,9,3,0,0,1
"2427",215,66,0,6,1,0,1,0
"2428",120,64,0,12,5,0,1,0
"2429",167,68,1,12,2,0,1,0
"2430",148,62,0,9,1,0,1,0
"2431",180,68,0,12,3,0,0,0
"2432",165,63,0,9,1,0,0,1
"2433",234,65,0,7,1,1,0,1
"2434",171,61,0,3,1,0,0,1
"2435",230,74,1,8,1,0,0,1
"2436",108,63,0,16,3,0,1,0
"2437",160,68,1,17,5,0,1,0
"2438",160,68,1,12,4,0,1,0
"2439",175,67,1,16,3,0,1,0
"2440",170,68,0,12,2,0,0,0
"2441",190,60,0,11,1,0,1,0
"2442",195,71,1,11,2,0,1,0
"2443",128,67,0,12,4,0,1,0
"2444",126,62,0,8,3,0,1,0
"2445",130,64,0,10,4,0,1,0
"2446",180,59,0,8,3,0,1,0
"2447",165,68,1,11,2,0,1,0
"2448",160,66,0,11,2,0,0,1
"2449",186,64,0,12,1,0,0,1
"2450",215,72,1,14,5,0,1,0
"2451",160,69,1,9,4,0,0,1
"2452",190,62,0,13,1,0,0,1
"2453",170,62,0,16,3,0,1,0
"2454",180,71,1,1,1,0,0,0
"2455",185,63,0,7,3,0,0,0
"2456",190,71,1,8,2,0,0,1
"2457",172,64,0,12,3,0,0,1
"2458",150,66,1,12,3,0,1,0
"2459",160,65,0,14,4,0,1,0
"2460",158,63,0,16,3,0,1,0
"2461",135,61,0,11,1,1,1,0
"2462",230,72,1,12,2,0,1,0
"2463",195,67,0,10,2,0,1,0
"2464",192,71,1,11,5,0,1,0
"2465",240,70,1,12,2,0,1,0
"2466",209,63,0,12,1,0,1,0
"2467",135,60,0,10,1,0,1,0
"2468",180,72,1,12,5,0,1,0
"2469",150,67,1,12,5,0,1,0
"2470",150,74,1,14,3,0,1,0
"2471",190,68,0,15,4,0,1,0
"2472",185,73,1,14,3,0,1,0
"2473",192,73,1,16,1,0,0,1
"2474",120,65,0,13,5,0,1,0
"2475",205,72,1,8,3,0,1,0
"2476",190,62,0,11,5,0,0,1
"2477",135,64,0,5,1,0,0,1
"2478",175,64,0,7,1,0,1,0
"2479",160,65,1,7,3,0,1,0
"2480",158,67,1,7,5,0,0,1
"2481",130,62,0,11,1,0,1,0
"2482",145,65,0,12,4,0,1,0
"2483",185,73,1,17,3,0,1,0
"2484",145,64,0,12,1,0,1,0
"2485",128,63,0,12,5,0,0,1
"2486",185,67,0,16,1,0,0,1
"2487",133,67,0,14,2,0,0,1
"2488",170,74,1,12,1,0,1,0
"2489",190,72,1,9,5,0,0,0
"2490",153,73,1,14,4,1,1,0
"2491",151,69,1,9,4,0,0,1
"2492",212,75,1,13,1,0,1,0
"2493",140,66,0,12,3,1,0,1
"2494",196,75,1,12,5,0,0,1
"2495",160,67,0,12,5,0,0,1
"2496",197,68,1,9,5,0,0,0
"2497",120,60,0,10,5,0,0,0
"2498",150,67,0,14,3,0,0,1
"2499",138,66,1,17,5,0,1,0
"2500",128,62,0,11,5,0,1,0
"2501",111,NA,0,7,1,0,0,0
"2502",168,66,1,12,1,0,0,1
"2503",175,64,0,12,3,0,0,1
"2504",165,74,1,0,3,0,0,0
"2505",120,64,0,14,5,0,1,0
"2506",164,70,1,10,1,0,1,0
"2507",240,64,0,12,1,0,1,0
"2508",160,61,0,13,4,0,1,0
"2509",161,62,0,6,3,0,1,0
"2510",125,59,0,13,3,0,0,1
"2511",160,NA,0,5,3,0,0,0
"2512",150,60,0,8,1,1,1,0
"2513",155,65,0,12,1,0,1,0
"2514",200,71,1,12,4,0,1,0
"2515",282,60,0,10,3,1,0,1
"2516",200,65,0,6,1,1,0,1
"2517",192,69,1,13,5,0,1,0
"2518",100,62,0,12,1,0,1,0
"2519",140,65,0,12,2,0,1,0
"2520",124,68,1,12,2,0,1,0
"2521",140,71,1,12,5,0,0,1
"2522",155,70,1,8,3,0,1,0
"2523",100,64,0,17,1,0,1,0
"2524",175,67,1,16,2,0,1,0
"2525",200,66,0,17,4,0,1,0
"2526",160,70,1,4,1,0,0,0
"2527",165,63,0,12,5,0,1,0
"2528",240,69,1,12,2,0,0,1
"2529",150,69,0,12,3,0,1,0
"2530",150,68,1,13,5,0,1,0
"2531",128,64,0,17,4,0,1,0
"2532",165,70,1,14,5,0,1,0
"2533",100,60,0,14,4,0,1,0
"2534",180,62,0,11,5,0,1,0
"2535",111,63,0,10,5,0,1,0
"2536",163,69,1,6,1,0,1,0
"2537",179,60,0,14,3,0,0,1
"2538",209,75,1,14,5,0,0,1
"2539",170,66,0,15,3,0,1,0
"2540",110,66,0,12,2,0,1,0
"2541",155,71,1,14,5,0,1,0
"2542",124,61,0,12,5,0,1,0
"2543",95,62,0,13,3,0,1,0
"2544",115,66,0,13,5,0,0,0
"2545",170,67,1,12,3,0,1,0
"2546",170,69,1,12,3,0,1,0
"2547",140,64,0,9,4,0,1,0
"2548",116,66,0,12,2,0,0,0
"2549",240,64,0,8,2,0,1,0
"2550",145,67,0,11,5,0,1,0
"2551",175,67,1,14,1,0,1,0
"2552",185,72,1,12,4,0,1,0
"2553",220,71,1,9,1,0,1,0
"2554",128,68,0,11,3,1,1,0
"2555",130,64,0,12,1,0,1,0
"2556",190,72,1,12,5,0,1,0
"2557",115,62,0,12,3,0,1,0
"2558",270,71,1,16,5,0,1,0
"2559",114,63,0,17,5,0,0,1
"2560",161,65,0,17,2,0,0,1
"2561",138,63,0,14,2,0,1,0
"2562",132,69,0,12,1,0,0,1
"2563",250,64,0,12,1,0,0,1
"2564",250,66,0,11,1,0,0,1
"2565",100,63,0,15,1,0,1,0
"2566",NA,64,0,6,1,0,1,0
"2567",120,63,0,14,5,0,1,0
"2568",175,65,0,17,3,0,1,0
"2569",170,67,1,3,3,0,0,1
"2570",155,68,1,11,3,0,0,1
"2571",210,63,0,11,2,0,1,0
"2572",125,57,0,7,4,0,1,0
"2573",189,65,0,12,1,0,1,0
"2574",150,67,0,17,4,0,1,0
"2575",145,64,0,16,3,0,1,0
"2576",160,68,1,17,3,0,1,0
"2577",128,69,1,16,5,0,1,0
"2578",130,62,0,12,1,1,0,0
"2579",175,70,1,6,1,0,0,0
"2580",175,68,1,17,5,0,1,0
"2581",342,72,1,12,4,0,1,0
"2582",154,64,0,12,3,0,1,0
"2583",152,67,0,12,4,0,0,1
"2584",155,73,1,3,1,0,0,1
"2585",170,72,1,14,5,0,1,0
"2586",175,69,0,12,5,0,1,0
"2587",242,73,1,16,5,0,1,0
"2588",140,63,0,14,4,0,0,1
"2589",127,63,0,10,1,0,1,0
"2590",160,63,0,9,1,0,1,0
"2591",122,56,0,14,4,0,0,0
"2592",203,59,0,12,1,0,1,0
"2593",NA,67,0,17,1,0,1,0
"2594",163,71,1,9,1,0,1,0
"2595",210,71,1,10,3,0,0,1
"2596",170,64,0,11,1,0,0,1
"2597",157,60,0,14,3,0,0,0
"2598",150,72,1,12,4,1,0,1
"2599",170,71,1,17,5,0,1,0
"2600",189,73,1,17,5,0,1,0
"2601",132,60,0,12,3,0,1,0
"2602",160,69,1,16,5,1,0,0
"2603",175,62,0,12,2,0,1,0
"2604",135,63,0,12,1,0,0,1
"2605",194,69,1,16,3,0,1,0
"2606",150,66,1,15,5,0,1,0
"2607",105,65,0,10,5,0,1,0
"2608",156,63,0,15,5,0,0,1
"2609",116,63,0,12,5,0,1,0
"2610",156,63,0,10,3,0,1,0
"2611",132,61,0,6,2,0,0,1
"2612",185,72,0,11,4,0,0,1
"2613",180,67,0,7,4,0,0,1
"2614",180,69,0,8,1,0,0,1
"2615",190,75,1,16,4,0,1,0
"2616",164,61,0,8,3,0,1,0
"2617",108,62,0,13,5,0,1,0
"2618",275,70,1,11,2,0,1,0
"2619",126,65,0,12,2,0,1,0
"2620",128,66,0,13,2,0,1,0
"2621",290,71,1,8,1,0,0,0
"2622",145,61,0,0,1,0,0,0
"2623",195,72,1,12,3,0,1,0
"2624",153,66,1,13,3,0,1,0
"2625",180,65,0,11,5,0,1,0
"2626",180,69,1,16,5,0,1,0
"2627",109,62,0,2,1,0,0,1
"2628",121,64,0,13,2,0,1,0
"2629",130,67,0,12,1,0,0,1
"2630",125,62,0,10,1,0,1,0
"2631",NA,65,0,13,1,0,1,0
"2632",147,63,0,16,2,0,1,0
"2633",110,63,0,12,1,0,0,0
"2634",110,63,0,10,3,0,0,1
"2635",135,66,0,14,3,0,1,0
"2636",210,69,1,10,2,0,1,0
"2637",130,61,0,13,3,0,1,0
"2638",140,68,1,16,5,0,1,0
"2639",175,66,1,8,2,0,1,0
"2640",130,63,0,16,4,0,1,0
"2641",130,63,0,11,5,0,0,1
"2642",126,63,0,12,5,0,1,0
"2643",80,59,0,12,1,0,1,0
"2644",131,67,0,13,1,0,1,0
"2645",165,62,0,13,5,0,0,1
"2646",210,67,1,12,5,0,0,1
"2647",200,73,1,4,1,0,0,1
"2648",178,71,1,10,5,0,0,1
"2649",130,60,0,10,1,0,1,0
"2650",130,67,1,8,5,0,0,1
"2651",120,61,0,12,4,1,0,1
"2652",145,59,0,11,3,0,0,1
"2653",139,67,0,6,2,0,0,0
"2654",178,66,1,6,3,0,0,0
"2655",120,63,0,10,3,0,1,0
"2656",NA,NA,0,0,1,0,0,0
"2657",146,NA,0,1,2,0,0,0
"2658",160,67,0,12,3,0,1,0
"2659",190,66,0,11,3,0,1,0
"2660",135,60,0,12,1,0,1,0
"2661",159,62,0,13,4,0,1,0
"2662",175,67,0,11,1,0,0,1
"2663",190,70,1,12,4,0,1,0
"2664",210,63,0,10,5,0,0,1
"2665",166,68,0,17,3,0,0,1
"2666",143,63,0,12,5,0,0,1
"2667",115,60,0,1,3,0,0,1
"2668",210,63,0,12,2,1,0,1
"2669",164,74,1,17,2,0,0,1
"2670",158,69,1,17,5,0,1,0
"2671",152,69,0,14,2,0,0,1
"2672",148,65,0,8,1,1,0,1
"2673",180,71,1,9,1,0,0,1
"2674",148,63,0,16,1,0,1,0
"2675",150,67,1,8,3,0,1,0
"2676",165,64,0,12,3,0,1,0
"2677",140,65,0,11,5,0,1,0
"2678",160,69,0,12,4,1,1,0
"2679",195,65,0,13,4,0,1,0
"2680",160,65,1,14,4,0,1,0
"2681",185,74,1,12,2,0,1,0
"2682",136,71,1,13,1,0,0,1
"2683",190,65,0,11,3,0,0,1
"2684",177,70,1,12,5,0,1,0
"2685",175,72,1,17,2,0,1,0
"2686",193,75,1,10,2,0,0,0
"2687",140,68,1,5,3,0,0,1
"2688",198,63,0,17,3,0,0,1
"2689",150,65,0,8,3,0,1,0
"2690",126,66,1,5,1,0,1,0
"2691",170,73,1,10,5,0,1,0
"2692",175,67,0,12,3,0,1,0
"2693",165,72,1,16,3,0,1,0
"2694",150,59,0,14,1,0,0,1
"2695",170,70,1,14,5,0,1,0
"2696",210,72,1,6,1,0,1,0
"2697",155,67,0,12,1,0,1,0
"2698",175,69,1,15,1,0,1,0
"2699",120,71,0,9,5,0,0,0
"2700",150,61,0,10,1,0,0,0
"2701",200,71,1,8,5,0,0,0
"2702",165,64,0,10,4,0,1,0
"2703",210,66,0,11,1,0,1,0
"2704",150,60,0,7,1,0,0,1
"2705",167,67,1,10,1,0,0,1
"2706",153,63,0,12,1,0,1,0
"2707",250,73,1,10,1,0,0,0
"2708",120,61,0,12,2,1,0,1
"2709",150,69,1,16,5,0,1,0
"2710",185,67,0,16,1,0,0,1
"2711",160,65,0,9,4,0,0,1
"2712",142,64,0,14,5,0,1,0
"2713",162,70,1,12,4,0,0,0
"2714",155,67,1,12,4,0,1,0
"2715",110,62,0,12,4,0,1,0
"2716",135,67,0,16,5,0,1,0
"2717",165,68,1,8,3,0,0,1
"2718",180,69,1,9,3,1,0,1
"2719",145,65,0,12,1,0,0,1
"2720",201,73,1,3,2,0,0,1
"2721",170,63,0,17,2,0,1,0
"2722",140,65,0,11,5,0,0,1
"2723",174,74,1,8,4,0,1,0
"2724",125,67,1,12,2,0,0,1
"2725",137,61,0,10,1,0,1,0
"2726",112,63,0,12,3,0,1,0
"2727",200,72,1,16,2,0,1,0
"2728",150,66,0,14,1,0,1,0
"2729",193,69,1,10,3,0,1,0
"2730",170,69,1,12,4,0,1,0
"2731",125,61,0,13,3,0,0,0
"2732",185,67,1,5,2,0,0,0
"2733",205,66,0,16,1,0,0,1
"2734",160,69,1,11,5,0,1,0
"2735",155,69,0,16,3,0,1,0
"2736",228,63,0,16,2,0,0,1
"2737",294,65,0,8,3,0,0,1
"2738",130,64,0,8,1,1,0,1
"2739",190,72,1,12,3,0,0,1
"2740",115,64,0,12,2,0,1,0
"2741",165,65,0,12,5,0,0,1
"2742",180,72,1,12,3,0,1,0
"2743",180,61,0,6,5,0,0,1
"2744",156,66,0,12,2,0,0,1
"2745",180,65,1,11,5,0,0,0
"2746",160,60,0,2,1,0,0,1
"2747",255,68,1,8,5,0,0,1
"2748",140,71,1,7,2,0,0,1
"2749",210,68,1,12,5,0,0,1
"2750",155,68,1,16,5,0,1,0
"2751",147,66,1,8,1,0,1,0
"2752",165,73,1,14,4,0,0,1
"2753",184,69,0,14,1,0,0,1
"2754",220,68,0,10,3,0,0,1
"2755",148,65,1,5,1,0,0,1
"2756",142,67,0,11,5,1,0,1
"2757",195,73,1,7,4,0,0,1
"2758",254,76,1,11,1,0,0,1
"2759",125,60,0,14,1,0,1,0
"2760",123,63,0,12,4,1,0,0
"2761",190,60,1,0,4,1,0,0
"2762",160,66,1,7,4,0,1,0
"2763",250,68,0,11,2,1,0,1
"2764",145,63,0,12,1,0,0,1
"2765",185,69,1,17,2,0,1,0
"2766",185,63,0,10,1,0,0,0
"2767",160,68,0,12,1,0,1,0
"2768",112,62,0,12,3,0,1,0
"2769",125,61,0,4,1,0,0,1
"2770",NA,66,0,13,1,0,1,0
"2771",185,73,1,17,3,0,1,0
"2772",134,60,0,4,1,0,0,1
"2773",180,66,0,12,3,0,0,1
"2774",149,63,0,12,1,0,1,0
"2775",103,61,0,14,4,0,0,1
"2776",170,66,1,8,3,0,0,1
"2777",157,67,1,12,4,0,0,1
"2778",130,62,0,11,1,0,1,0
"2779",180,73,1,14,4,0,1,0
"2780",135,63,1,14,5,0,1,0
"2781",196,66,1,8,5,0,0,1
"2782",199,67,0,16,2,0,1,0
"2783",191,71,1,8,3,0,1,0
"2784",174,64,0,16,1,0,0,1
"2785",155,62,0,1,1,0,0,1
"2786",243,65,0,8,2,0,1,0
"2787",120,62,0,13,2,0,1,0
"2788",117,63,0,12,3,0,1,0
"2789",200,68,0,8,1,0,1,0
"2790",189,66,0,5,2,0,0,1
"2791",115,62,0,12,5,0,1,0
"2792",196,71,1,12,3,0,1,0
"2793",140,63,0,16,3,0,1,0
"2794",150,67,0,12,3,1,0,1
"2795",140,71,1,15,3,0,1,0
"2796",125,62,0,7,4,0,1,0
"2797",185,72,1,8,3,0,1,0
"2798",178,71,1,16,2,0,1,0
"2799",185,72,1,17,3,0,0,1
"2800",NA,68,0,8,5,0,1,0
"2801",149,60,0,12,5,0,1,0
"2802",175,66,1,11,5,0,1,0
"2803",150,60,0,4,1,0,1,0
"2804",210,68,1,12,5,1,1,0
"2805",195,62,0,8,3,0,1,0
"2806",160,63,0,9,1,0,0,1
"2807",148,62,0,6,1,0,0,0
"2808",118,63,0,14,4,1,1,0
"2809",140,61,0,13,5,0,1,0
"2810",142,70,1,12,1,0,1,0
"2811",203,68,1,13,3,0,0,0
"2812",120,64,0,12,3,0,1,0
"2813",158,71,1,11,1,0,1,0
"2814",190,71,1,8,5,0,1,0
"2815",145,65,0,12,4,0,1,0
"2816",124,63,0,11,1,1,1,0
"2817",145,65,1,12,3,0,1,0
"2818",145,71,1,13,5,0,0,0
"2819",260,67,0,13,1,0,1,0
"2820",240,76,1,12,5,0,1,0
"2821",116,67,0,13,2,0,1,0
"2822",210,70,0,9,3,0,0,0
"2823",114,64,0,12,5,0,1,0
"2824",127,64,0,12,5,0,1,0
"2825",155,68,1,12,1,0,1,0
"2826",165,64,0,10,1,0,0,1
"2827",142,65,0,10,5,0,1,0
"2828",185,67,0,17,3,0,0,1
"2829",180,NA,0,8,1,0,0,1
"2830",172,64,0,16,1,0,1,0
"2831",168,65,0,12,5,0,1,0
"2832",127,63,0,14,5,0,1,0
"2833",118,63,0,7,1,1,0,1
