"","weight","height","male","educ","physical","stamps","white","black"
"728",170,67,1,11,3,0,0,1
"729",170,69,1,16,3,0,0,0
"730",175,66,1,9,1,0,1,0
"731",195,69,1,13,5,0,0,1
"732",145,66,0,12,4,0,0,1
"733",135,61,0,12,5,0,1,0
"734",165,67,0,13,3,0,1,0
"735",160,68,0,12,5,0,1,0
"736",109,61,0,13,5,0,1,0
"737",170,68,1,14,5,0,1,0
"738",98,62,0,8,1,0,1,0
"739",195,66,0,16,2,0,1,0
"740",170,66,1,12,4,0,1,0
"741",150,67,0,9,2,1,1,0
"742",175,71,1,14,5,0,1,0
"743",135,70,1,14,1,0,1,0
"744",112,60,0,13,2,0,1,0
"745",275,76,1,16,4,0,1,0
"746",145,64,0,12,3,0,1,0
"747",155,71,1,17,2,0,0,1
"748",155,67,0,8,1,0,1,0
"749",130,64,0,17,2,0,0,0
"750",150,62,0,12,3,0,1,0
"751",166,63,0,6,3,0,0,1
"752",160,66,1,12,4,0,0,1
"753",115,66,0,12,3,0,0,0
"754",105,59,0,10,1,0,1,0
"755",182,69,0,6,1,0,1,0
"756",120,66,0,12,3,0,0,1
"757",159,64,1,10,3,0,1,0
"758",120,64,0,12,4,0,1,0
"759",218,72,1,12,3,0,1,0
"760",160,68,0,14,2,0,1,0
"761",106,64,0,10,4,0,1,0
"762",170,72,1,12,2,0,1,0
"763",130,NA,0,8,1,0,1,0
"764",135,64,0,12,3,0,1,0
"765",190,65,0,8,1,0,1,0
"766",140,64,0,12,5,0,1,0
"767",180,63,0,4,1,1,1,0
"768",135,70,0,16,5,0,1,0
"769",165,74,1,12,1,0,1,0
"770",180,74,1,4,3,0,1,0
"771",170,67,0,7,2,0,0,1
"772",165,66,1,12,2,1,1,0
"773",159,63,0,12,3,0,0,1
"774",160,65,1,10,2,0,1,0
"775",180,73,1,9,1,0,0,1
"776",130,64,0,17,5,0,1,0
"777",180,71,1,14,1,0,1,0
"778",160,70,1,16,5,0,1,0
"779",125,61,0,8,2,0,1,0
"780",180,69,1,12,4,0,1,0
"781",165,71,1,11,5,0,1,0
"782",135,65,0,16,2,0,1,0
"783",205,70,0,13,2,0,1,0
"784",275,74,1,10,3,0,1,0
"785",175,63,1,9,3,0,0,0
"786",155,61,0,12,3,0,1,0
"787",155,72,1,13,4,0,1,0
"788",122,62,0,12,3,0,1,0
"789",156,69,1,11,1,0,0,1
"790",180,71,1,8,2,0,1,0
"791",223,67,0,12,1,0,1,0
"792",200,64,0,6,1,0,0,1
"793",180,71,1,12,1,0,0,1
"794",220,74,1,12,2,0,1,0
"795",146,62,0,10,3,1,0,1
"796",NA,66,1,3,1,0,0,1
"797",220,67,0,12,1,0,0,1
"798",136,62,0,8,1,0,0,1
"799",172,70,1,12,3,0,1,0
"800",115,69,0,13,3,0,0,1
"801",135,64,0,8,2,0,1,0
"802",187,72,1,6,1,0,0,0
"803",185,69,1,12,3,0,1,0
"804",118,68,0,17,5,0,1,0
"805",117,65,0,10,3,0,1,0
"806",170,75,1,16,3,0,1,0
"807",135,69,0,17,3,0,1,0
"808",160,64,0,10,1,0,1,0
"809",170,69,0,12,4,0,1,0
"810",190,72,1,14,1,0,1,0
"811",154,65,1,13,2,0,1,0
"812",114,71,1,15,5,0,1,0
"813",155,62,0,8,1,1,0,1
"814",135,66,0,16,1,0,1,0
"815",197,69,0,12,1,0,0,1
"816",204,65,0,14,1,0,1,0
"817",210,73,1,14,2,0,1,0
"818",151,61,0,8,1,0,1,0
"819",130,64,0,17,1,0,1,0
"820",170,65,0,10,5,0,0,1
"821",170,72,1,10,2,0,0,1
"822",171,66,0,12,1,0,0,1
"823",118,66,0,7,3,0,0,1
"824",135,64,0,6,3,0,1,0
"825",130,60,0,15,3,1,0,0
"826",100,62,0,12,3,1,0,1
"827",205,73,1,13,4,0,0,1
"828",160,62,0,6,2,0,0,1
"829",123,63,0,14,4,0,0,1
"830",180,66,0,14,3,0,0,1
"831",150,61,0,12,1,0,1,0
"832",185,72,1,14,5,0,1,0
"833",114,60,0,14,3,0,1,0
"834",190,64,0,12,1,0,0,1
"835",129,66,0,10,1,1,0,1
"836",125,67,0,12,1,1,0,1
"837",200,72,0,7,2,0,0,1
"838",200,71,1,14,5,0,1,0
"839",146,72,1,4,3,0,1,0
"840",167,70,1,14,4,0,1,0
"841",170,68,1,12,2,0,1,0
"842",130,59,0,14,1,0,1,0
"843",140,61,0,12,5,0,1,0
"844",145,66,0,16,5,0,1,0
"845",123,67,0,16,3,0,1,0
"846",120,62,0,10,1,0,0,1
"847",140,60,0,12,3,0,1,0
"848",140,64,0,12,5,1,0,1
"849",128,62,0,10,3,0,1,0
"850",235,72,1,10,5,0,1,0
"851",130,62,0,9,1,0,1,0
"852",166,65,0,17,1,0,0,1
"853",140,67,0,12,3,0,1,0
"854",156,70,1,12,1,0,1,0
"855",196,67,1,12,3,0,0,1
"856",200,66,0,17,3,0,1,0
"857",195,64,0,11,2,0,1,0
"858",100,61,0,11,4,0,1,0
"859",117,61,0,13,3,1,1,0
"860",116,64,0,12,1,0,1,0
"861",165,71,1,14,5,0,1,0
"862",105,61,0,17,2,0,0,1
"863",155,66,0,12,2,0,1,0
"864",120,63,0,16,2,0,1,0
"865",145,66,0,4,1,0,0,1
"866",160,65,0,10,4,0,0,0
"867",180,65,0,12,3,0,0,1
"868",185,70,1,16,5,0,1,0
"869",150,69,1,12,3,0,1,0
"870",130,64,0,7,5,0,0,1
"871",245,75,1,14,5,0,0,1
"872",228,71,1,9,3,0,1,0
"873",137,NA,0,5,1,0,0,1
"874",120,65,0,17,4,0,1,0
"875",226,69,1,1,3,0,0,1
"876",155,68,0,12,5,0,1,0
"877",140,63,0,7,5,1,0,1
"878",190,65,1,8,5,0,1,0
"879",130,65,0,13,4,0,0,1
"880",152,72,1,12,5,0,1,0
"881",150,69,1,12,4,0,1,0
"882",165,64,0,9,3,0,1,0
"883",178,72,1,9,1,0,1,0
"884",145,61,0,8,1,0,1,0
"885",155,68,0,14,3,0,0,1
"886",158,61,0,12,4,0,1,0
"887",117,65,0,16,3,0,1,0
"888",250,72,1,8,5,0,0,1
"889",136,63,0,12,3,0,1,0
"890",137,61,0,12,5,0,1,0
"891",150,63,0,12,5,1,1,0
"892",123,64,0,17,4,0,1,0
"893",164,62,0,12,4,0,1,0
"894",170,64,0,9,3,0,1,0
"895",135,61,0,12,5,0,1,0
"896",170,71,1,14,4,0,1,0
"897",162,62,0,13,3,0,1,0
"898",180,74,1,16,5,0,1,0
"899",150,62,0,16,3,0,1,0
"900",175,68,0,12,2,0,1,0
"901",205,73,1,16,3,0,1,0
"902",155,67,1,14,3,1,0,1
"903",174,74,1,5,1,0,0,1
"904",208,70,0,7,2,0,0,1
"905",148,65,0,13,4,0,1,0
"906",155,67,0,16,2,0,1,0
"907",180,65,0,12,3,0,0,1
"908",146,71,1,14,3,0,1,0
"909",180,67,1,12,2,0,0,1
"910",140,64,0,6,2,1,0,1
"911",154,NA,0,6,1,0,0,1
"912",160,64,0,12,2,0,0,1
"913",148,64,0,12,1,0,1,0
"914",200,60,0,16,1,0,0,1
"915",153,63,0,7,1,0,0,1
"916",170,71,1,15,5,0,1,0
"917",198,71,1,10,1,0,0,1
"918",111,69,0,12,1,0,1,0
"919",190,71,1,16,2,0,1,0
"920",142,67,0,14,3,0,1,0
"921",194,73,1,13,3,0,1,0
"922",180,63,1,2,1,1,0,0
"923",98,62,0,7,2,0,1,0
"924",155,62,0,12,2,0,1,0
"925",167,64,0,10,3,1,0,1
"926",147,67,0,0,1,0,0,1
"927",105,62,0,13,2,1,0,1
"928",184,67,1,17,2,0,1,0
"929",260,77,1,14,3,0,0,0
"930",128,67,0,14,1,0,0,1
"931",180,63,0,9,2,1,0,1
"932",125,59,0,12,3,1,0,1
"933",190,65,0,14,1,0,1,0
"934",174,71,1,7,1,0,1,0
"935",163,62,0,12,4,0,1,0
"936",200,65,0,14,5,0,0,1
"937",185,66,1,12,5,0,0,1
"938",162,63,0,12,5,0,1,0
"939",200,70,1,16,4,0,1,0
"940",120,63,0,12,1,0,1,0
"941",190,68,0,10,1,0,1,0
"942",259,62,0,12,1,0,0,1
"943",195,65,0,14,4,0,0,1
"944",159,68,0,11,5,0,1,0
"945",184,76,1,17,3,0,0,1
"946",108,64,0,12,5,1,1,0
"947",140,64,0,6,1,0,0,0
"948",155,74,1,8,2,0,0,1
"949",184,66,0,5,2,0,0,1
"950",158,67,0,9,3,0,0,1
"951",225,70,1,17,5,0,1,0
"952",168,70,1,15,4,0,1,0
"953",136,65,0,15,5,0,0,1
"954",135,66,0,9,1,1,0,1
"955",135,64,0,9,1,0,1,0
"956",135,66,0,12,2,0,1,0
"957",200,64,0,8,3,0,1,0
"958",210,64,0,10,5,0,1,0
"959",245,71,1,11,1,1,0,1
"960",130,64,0,16,2,0,1,0
"961",115,68,0,5,2,0,1,0
"962",160,65,0,6,2,0,0,1
"963",180,62,0,9,1,0,0,1
"964",120,64,0,14,1,0,0,1
"965",350,73,1,6,1,0,0,1
"966",130,63,0,12,3,0,1,0
"967",155,64,1,11,4,0,1,0
"968",163,66,0,9,2,0,0,1
"969",180,69,1,15,1,0,0,1
"970",115,61,0,17,4,0,1,0
"971",150,66,1,12,5,0,1,0
"972",134,64,0,17,5,0,1,0
"973",121,62,0,14,3,0,1,0
"974",165,71,1,17,2,0,0,0
"975",229,72,1,8,1,0,0,1
"976",150,61,0,14,4,0,1,0
"977",218,70,1,12,3,0,1,0
"978",123,66,0,13,3,0,1,0
"979",220,71,1,12,4,0,1,0
"980",110,60,0,13,3,0,0,0
"981",180,72,1,12,4,0,1,0
"982",140,69,1,12,4,0,0,1
"983",112,60,0,5,3,0,0,1
"984",165,61,0,9,2,0,0,1
"985",135,67,1,13,5,0,0,1
"986",219,70,0,8,1,1,1,0
"987",125,67,0,12,5,0,0,1
"988",185,68,1,8,1,1,1,0
"989",187,63,0,12,2,0,1,0
"990",158,68,1,8,1,0,1,0
"991",170,63,0,4,2,0,0,1
"992",172,60,0,7,1,0,0,1
"993",137,63,0,8,1,0,1,0
"994",170,66,0,12,2,0,1,0
"995",220,70,1,17,3,0,1,0
"996",144,69,1,14,4,0,1,0
"997",150,65,0,12,1,0,1,0
"998",180,73,1,12,1,0,1,0
"999",172,60,0,6,1,0,0,1
"1000",216,70,1,14,1,0,1,0
"1001",215,60,0,12,3,0,1,0
"1002",138,62,0,12,1,0,1,0
"1003",NA,66,0,14,1,0,1,0
"1004",154,60,0,12,4,0,1,0
"1005",158,65,0,10,3,0,1,0
"1006",155,68,1,8,3,0,1,0
"1007",220,66,1,12,3,0,1,0
"1008",180,71,1,14,2,0,1,0
"1009",130,61,0,12,1,0,1,0
"1010",135,65,0,16,2,0,1,0
"1011",132,65,0,13,2,0,1,0
"1012",170,67,0,14,4,0,1,0
"1013",135,66,0,17,5,0,1,0
"1014",183,70,1,9,5,0,1,0
"1015",169,67,0,13,1,0,0,1
"1016",200,71,1,13,4,0,1,0
"1017",180,67,0,12,1,0,1,0
"1018",137,63,0,8,4,0,1,0
"1019",108,60,0,12,4,0,1,0
"1020",124,67,0,16,3,0,0,0
"1021",165,71,1,16,5,0,1,0
"1022",110,67,0,13,3,0,1,0
"1023",145,62,0,12,1,0,1,0
"1024",190,74,1,17,5,0,0,1
"1025",160,67,0,9,2,0,0,0
"1026",218,73,1,10,3,1,1,0
"1027",144,63,0,11,3,0,0,1
"1028",178,68,0,12,5,0,0,1
"1029",149,66,1,8,1,0,0,1
"1030",150,62,0,12,3,0,1,0
"1031",165,71,1,12,4,0,1,0
"1032",107,63,0,13,5,1,1,0
"1033",177,65,0,9,3,0,1,0
"1034",160,71,1,10,3,0,1,0
"1035",190,74,1,12,2,0,0,1
"1036",150,71,1,12,1,0,1,0
"1037",115,62,0,16,4,0,1,0
"1038",180,62,0,12,1,0,0,1
"1039",195,71,1,15,5,0,1,0
"1040",130,61,0,17,5,0,1,0
"1041",170,69,0,17,5,0,1,0
"1042",189,69,0,14,1,0,1,0
"1043",125,62,0,12,4,0,1,0
"1044",170,72,0,16,1,0,1,0
"1045",190,69,0,11,3,0,1,0
"1046",112,61,0,12,1,0,1,0
"1047",195,68,0,8,2,0,1,0
"1048",133,62,0,12,3,0,1,0
"1049",140,68,0,17,3,0,0,0
"1050",135,65,0,13,3,0,0,1
"1051",130,65,0,15,3,0,0,1
"1052",155,69,0,10,1,0,1,0
"1053",245,71,1,17,4,0,1,0
"1054",175,67,0,12,3,0,0,1
"1055",185,73,1,9,2,0,1,0
"1056",125,62,0,15,3,0,0,1
"1057",138,65,0,12,4,0,0,1
"1058",243,67,1,12,3,0,0,1
"1059",128,70,0,12,3,0,0,1
"1060",260,74,0,12,3,1,0,1
"1061",125,64,0,9,5,0,1,0
"1062",140,67,0,16,5,0,1,0
"1063",140,61,0,11,2,0,1,0
"1064",140,68,1,7,1,0,0,1
"1065",165,68,0,10,2,1,0,1
"1066",120,63,0,8,5,0,1,0
"1067",230,67,0,17,4,0,0,1
"1068",205,65,0,11,3,0,0,1
"1069",116,NA,0,8,3,1,0,1
"1070",130,55,1,4,3,0,0,1
"1071",291,69,0,7,1,1,0,1
"1072",178,63,0,8,3,0,1,0
"1073",165,63,0,12,4,0,0,1
"1074",136,63,0,14,3,0,0,0
"1075",155,69,1,16,2,0,1,0
"1076",138,65,1,12,3,0,1,0
"1077",145,66,0,12,3,0,1,0
"1078",190,64,0,8,1,0,1,0
"1079",165,63,0,12,1,0,1,0
"1080",175,73,1,12,2,0,1,0
"1081",180,63,0,10,3,0,0,1
"1082",160,65,0,12,2,0,0,0
"1083",190,72,1,16,1,0,1,0
"1084",130,64,0,11,1,0,1,0
"1085",128,64,0,17,4,0,1,0
"1086",165,69,1,11,1,0,1,0
"1087",112,64,0,15,4,0,1,0
"1088",126,63,0,12,1,0,1,0
"1089",125,65,0,13,2,0,1,0
"1090",139,65,0,12,2,0,0,1
"1091",90,62,0,12,1,0,1,0
"1092",146,63,0,11,4,0,1,0
"1093",122,68,1,12,3,0,1,0
"1094",196,65,0,12,5,0,1,0
"1095",137,64,1,13,1,0,1,0
"1096",190,61,1,17,3,0,1,0
"1097",130,66,0,13,1,0,0,0
"1098",178,71,1,12,3,0,1,0
"1099",192,69,0,11,2,1,0,1
"1100",160,64,0,6,3,0,0,0
"1101",102,63,0,12,2,0,1,0
"1102",145,67,0,13,2,0,1,0
"1103",145,61,0,9,5,0,1,0
"1104",175,72,1,12,3,0,1,0
"1105",215,72,1,8,1,0,1,0
"1106",105,62,0,12,2,0,1,0
"1107",220,73,1,12,3,0,0,1
"1108",135,65,0,11,2,0,1,0
"1109",132,59,0,11,2,0,1,0
"1110",200,69,1,16,3,0,1,0
"1111",132,60,0,14,4,0,1,0
"1112",160,70,1,12,5,0,1,0
"1113",230,68,0,12,3,0,1,0
"1114",160,65,0,13,4,0,1,0
"1115",196,77,1,12,3,0,0,1
"1116",200,65,0,8,3,0,0,1
"1117",145,67,1,12,3,0,1,0
"1118",121,67,0,10,1,0,0,1
"1119",130,66,1,14,5,0,1,0
"1120",167,63,1,8,1,0,0,1
"1121",119,64,1,8,1,0,0,0
"1122",143,60,0,9,1,0,0,1
"1123",160,65,0,16,4,0,1,0
"1124",180,72,1,16,3,0,1,0
"1125",140,67,0,14,3,0,1,0
"1126",180,71,1,12,5,0,0,1
"1127",134,68,1,14,4,0,0,0
"1128",175,76,1,13,2,0,0,1
"1129",139,60,0,8,3,0,1,0
"1130",140,61,0,8,1,0,1,0
"1131",160,65,0,12,1,0,1,0
"1132",165,68,1,12,5,0,1,0
"1133",145,65,0,12,4,0,1,0
"1134",220,75,1,16,2,0,1,0
"1135",133,65,0,13,1,0,1,0
"1136",111,63,0,8,5,0,1,0
"1137",170,68,1,7,1,0,0,1
"1138",210,60,0,13,3,0,0,1
"1139",NA,67,1,14,3,0,1,0
"1140",135,67,1,11,3,1,0,1
"1141",225,72,1,12,2,0,1,0
"1142",204,65,0,11,4,1,0,1
"1143",133,63,0,12,1,0,1,0
"1144",200,69,0,11,3,1,0,1
"1145",125,62,0,14,2,0,1,0
"1146",130,62,0,17,5,0,0,1
"1147",144,66,1,8,5,0,0,0
"1148",160,69,1,11,1,0,1,0
"1149",170,68,1,2,4,0,0,1
"1150",170,66,1,13,4,0,0,1
"1151",115,63,0,15,5,0,1,0
"1152",145,65,0,13,5,0,1,0
"1153",200,64,0,17,5,0,1,0
"1154",185,69,0,14,2,0,0,1
"1155",210,63,0,3,1,0,0,1
"1156",180,62,0,10,2,0,1,0
"1157",160,69,1,12,2,0,1,0
"1158",140,65,0,14,5,0,1,0
"1159",140,65,0,12,1,0,1,0
"1160",145,67,1,16,4,0,1,0
"1161",115,62,0,12,1,0,0,1
"1162",154,63,0,12,2,0,1,0
"1163",125,59,0,16,3,0,1,0
"1164",185,71,1,8,4,0,1,0
"1165",120,63,0,12,2,0,1,0
"1166",165,65,0,16,2,0,1,0
"1167",145,69,1,17,5,0,1,0
"1168",99,57,0,9,1,0,1,0
"1169",104,63,0,16,4,0,1,0
"1170",175,71,1,10,3,0,1,0
"1171",160,63,0,7,1,1,0,0
"1172",140,62,0,10,1,0,1,0
"1173",160,68,1,14,3,0,0,1
"1174",120,64,0,14,2,0,1,0
"1175",185,71,1,12,3,0,1,0
"1176",94,56,0,5,1,0,1,0
"1177",191,68,1,9,3,0,0,1
"1178",190,70,0,8,5,0,0,1
"1179",197,69,1,3,4,0,0,1
"1180",240,71,1,14,4,0,0,1
"1181",147,67,0,10,2,0,0,1
"1182",150,64,0,5,3,0,0,1
"1183",200,74,1,12,4,0,1,0
"1184",130,64,0,14,3,0,1,0
"1185",180,70,1,14,1,0,1,0
"1186",150,66,1,13,4,0,1,0
"1187",157,64,0,12,3,0,1,0
"1188",137,62,0,14,3,0,1,0
"1189",118,63,0,14,1,0,1,0
"1190",160,65,0,13,2,0,1,0
"1191",182,70,1,15,4,0,1,0
"1192",138,63,0,12,5,0,1,0
"1193",125,61,0,8,3,0,1,0
"1194",130,65,0,14,5,0,1,0
"1195",160,64,0,12,5,0,1,0
"1196",145,62,0,12,1,0,1,0
"1197",145,68,0,13,4,0,1,0
"1198",192,66,1,13,2,0,1,0
"1199",225,66,0,15,1,0,1,0
"1200",132,66,0,17,5,0,1,0
"1201",150,71,1,12,5,0,1,0
"1202",150,63,0,16,3,0,0,1
"1203",195,73,1,14,1,0,1,0
"1204",134,66,0,13,5,0,1,0
"1205",125,63,1,9,1,0,0,1
"1206",145,63,0,12,5,0,1,0
"1207",184,64,0,10,5,0,1,0
"1208",140,63,0,12,5,0,0,1
"1209",150,60,0,13,3,0,0,1
"1210",156,69,1,9,3,0,0,1
"1211",162,70,1,15,1,0,1,0
"1212",278,71,0,9,3,1,0,1
"1213",142,65,0,13,5,0,1,0
"1214",155,63,0,8,3,0,1,0
"1215",112,61,1,6,3,0,0,1
"1216",160,63,0,8,3,0,0,1
"1217",143,68,1,2,1,0,0,0
"1218",210,69,1,13,1,0,1,0
"1219",190,67,1,12,5,0,0,1
"1220",155,67,1,13,3,0,0,1
"1221",135,64,1,14,1,0,0,0
"1222",170,66,1,17,5,0,1,0
"1223",190,72,1,16,2,0,1,0
"1224",160,62,0,15,3,0,1,0
"1225",175,67,0,11,3,0,1,0
"1226",135,62,0,12,3,0,1,0
"1227",142,62,0,1,2,0,1,0
"1228",185,65,1,10,3,0,0,1
"1229",145,63,0,6,1,0,0,1
"1230",130,61,0,12,1,0,0,1
"1231",168,63,1,0,1,0,0,1
"1232",130,64,0,16,1,0,0,0
"1233",135,65,0,16,2,0,1,0
"1234",133,63,0,8,1,0,0,1
"1235",123,65,0,12,1,0,0,1
"1236",132,66,1,17,5,0,1,0
"1237",175,67,1,13,1,0,1,0
"1238",180,69,0,7,1,0,0,1
"1239",140,60,0,8,2,0,0,1
"1240",185,69,1,10,2,0,1,0
"1241",145,67,0,12,1,0,0,1
"1242",190,71,1,12,5,0,1,0
"1243",168,66,1,12,3,0,0,1
"1244",124,61,0,8,1,0,1,0
"1245",140,65,0,12,3,0,1,0
"1246",163,67,0,11,3,0,0,1
"1247",170,63,1,7,3,0,0,1
"1248",190,67,1,17,2,0,0,1
"1249",NA,NA,0,16,1,0,1,0
"1250",110,60,0,10,2,0,1,0
"1251",165,74,1,6,2,0,1,0
"1252",136,64,1,12,2,0,0,1
"1253",214,62,1,16,3,0,1,0
"1254",125,62,0,17,4,0,1,0
"1255",200,70,1,17,5,0,1,0
"1256",190,71,0,16,1,0,1,0
"1257",140,60,0,11,4,0,0,1
"1258",136,63,0,10,3,0,0,1
"1259",155,63,0,14,5,0,1,0
"1260",165,64,0,13,3,0,1,0
"1261",170,66,0,9,2,0,1,0
"1262",168,62,0,14,1,0,1,0
"1263",157,64,0,9,3,0,1,0
"1264",140,70,1,12,1,0,1,0
"1265",119,60,0,12,4,0,1,0
"1266",98,63,0,12,1,0,1,0
"1267",170,64,0,12,1,0,0,1
"1268",130,66,0,16,3,0,0,1
"1269",154,59,0,9,3,0,0,1
"1270",223,66,0,9,2,0,0,1
"1271",93,61,0,12,1,0,1,0
"1272",128,66,0,15,3,0,1,0
"1273",180,67,0,10,1,0,1,0
"1274",330,69,0,9,3,0,0,1
"1275",215,72,1,14,3,0,0,1
"1276",165,69,1,12,5,0,1,0
"1277",215,71,1,8,2,0,1,0
"1278",167,66,1,12,1,0,1,0
"1279",160,66,1,12,5,0,1,0
"1280",150,65,0,14,1,0,0,1
"1281",154,71,1,12,2,0,0,1
"1282",190,61,0,8,2,0,1,0
"1283",177,68,1,14,5,0,1,0
"1284",185,70,1,14,4,0,1,0
"1285",135,63,0,12,2,0,1,0
"1286",168,69,1,12,1,0,1,0
"1287",120,61,0,12,4,0,1,0
"1288",157,62,0,12,1,0,1,0
"1289",210,66,0,10,1,0,0,1
"1290",155,58,0,12,1,0,0,1
"1291",220,67,1,11,2,0,0,1
"1292",212,66,1,7,1,0,0,0
"1293",126,63,0,6,1,0,0,0
"1294",185,67,1,4,2,0,0,0
"1295",NA,62,0,12,1,0,1,0
"1296",160,62,0,8,1,0,1,0
"1297",188,63,0,12,1,0,1,0
"1298",155,67,0,14,3,0,1,0
"1299",225,66,0,7,1,0,0,1
"1300",165,66,1,3,3,0,0,1
"1301",228,73,1,9,4,0,0,1
"1302",217,65,0,10,2,0,0,1
"1303",187,64,0,14,3,0,0,1
"1304",195,69,1,12,3,0,1,0
"1305",200,62,0,13,1,0,1,0
"1306",133,64,0,15,5,0,1,0
"1307",125,64,0,12,5,0,1,0
"1308",190,73,1,12,1,0,1,0
"1309",220,67,0,6,5,0,0,1
"1310",240,73,1,13,5,0,1,0
"1311",165,66,1,14,3,0,1,0
"1312",180,67,0,10,5,0,1,0
"1313",135,64,0,9,5,0,1,0
"1314",163,75,1,15,3,0,1,0
"1315",154,65,0,12,3,0,1,0
"1316",115,60,0,12,2,0,1,0
"1317",NA,66,0,14,3,0,0,1
"1318",205,71,1,11,3,0,1,0
"1319",150,63,0,13,1,0,1,0
"1320",140,61,0,8,1,0,1,0
"1321",164,66,1,13,5,0,1,0
"1322",126,67,0,12,5,0,1,0
"1323",165,71,0,10,3,0,1,0
"1324",140,65,0,6,4,0,1,0
"1325",135,61,0,11,3,0,0,1
"1326",137,66,0,7,2,1,0,1
"1327",190,68,0,9,2,0,1,0
"1328",135,64,0,11,3,1,1,0
"1329",170,71,1,12,4,0,1,0
"1330",165,60,0,14,1,0,1,0
"1331",150,69,1,12,3,0,0,0
"1332",165,69,1,16,3,0,1,0
"1333",120,63,0,15,3,0,0,1
"1334",230,68,0,12,3,0,1,0
"1335",110,61,0,16,3,0,1,0
"1336",135,68,0,17,3,0,0,1
"1337",192,74,1,12,2,0,0,1
"1338",197,77,1,12,5,0,1,0
"1339",160,65,0,17,2,0,1,0
"1340",137,66,1,11,4,0,0,0
"1341",130,63,0,4,1,0,1,0
"1342",140,62,0,10,5,0,1,0
"1343",140,67,0,17,5,0,1,0
"1344",150,64,0,12,3,0,1,0
"1345",NA,66,0,13,3,0,1,0
"1346",160,65,0,9,2,0,1,0
"1347",120,65,0,17,5,0,1,0
"1348",155,62,0,14,4,0,1,0
"1349",120,62,0,13,1,0,1,0
"1350",140,62,0,12,1,0,1,0
"1351",145,67,1,12,5,0,0,0
"1352",150,60,0,13,1,0,1,0
"1353",150,69,1,17,3,0,1,0
"1354",155,65,0,14,1,0,1,0
"1355",150,65,0,14,2,0,1,0
"1356",165,70,1,7,3,0,1,0
"1357",200,65,0,11,1,0,1,0
"1358",120,NA,0,2,2,0,0,1
"1359",131,64,1,3,1,0,0,1
"1360",136,68,1,4,1,0,1,0
"1361",225,66,0,14,4,0,1,0
"1362",150,62,0,3,3,0,0,1
"1363",139,59,0,17,5,0,0,1
"1364",190,71,0,11,1,0,0,1
"1365",127,63,0,12,3,0,0,1
"1366",200,65,0,12,5,0,0,1
"1367",224,72,1,12,4,0,0,1
"1368",195,62,0,14,1,0,0,1
"1369",135,69,1,8,1,0,0,1
"1370",135,65,0,3,1,0,0,1
"1371",112,64,0,15,1,0,0,1
"1372",160,68,0,13,2,0,0,1
"1373",115,61,0,9,1,0,1,0
"1374",150,66,1,15,2,0,0,1
"1375",157,67,0,8,3,0,0,1
"1376",146,63,0,7,3,0,0,1
"1377",140,70,1,11,1,0,0,1
"1378",103,61,0,12,1,0,1,0
"1379",138,65,0,17,4,0,1,0
"1380",210,72,1,12,4,0,1,0
"1381",180,64,0,8,1,0,0,1
"1382",177,67,1,15,2,0,1,0
"1383",160,71,1,16,4,0,1,0
"1384",163,65,0,9,1,1,0,1
"1385",137,67,0,0,3,0,1,0
"1386",120,62,0,12,1,0,1,0
"1387",140,62,0,8,3,0,1,0
"1388",190,62,0,11,1,0,0,1
"1389",165,64,0,12,1,0,0,1
"1390",270,75,1,12,3,0,0,1
"1391",162,63,0,9,1,0,1,0
"1392",120,62,0,17,3,0,1,0
"1393",120,62,0,12,3,0,1,0
"1394",NA,65,0,8,2,0,0,1
"1395",NA,61,0,17,5,0,0,1
"1396",135,66,0,12,3,0,1,0
"1397",110,63,0,14,1,0,1,0
"1398",104,58,0,14,3,0,1,0
"1399",110,59,0,12,2,0,0,1
"1400",185,67,1,14,2,0,0,1
"1401",NA,64,0,7,1,0,0,1
"1402",212,67,0,14,3,0,1,0
"1403",160,69,1,15,2,0,0,1
"1404",192,69,0,11,1,1,0,1
"1405",150,65,0,12,5,0,1,0
"1406",158,66,0,8,1,0,1,0
"1407",215,73,1,14,4,0,0,1
"1408",168,69,0,12,5,0,1,0
"1409",110,63,0,12,3,0,0,1
"1410",164,66,0,14,1,0,0,1
"1411",150,67,1,13,4,0,1,0
"1412",138,63,0,12,3,0,1,0
"1413",204,75,1,10,1,0,1,0
"1414",130,63,0,12,3,0,1,0
"1415",136,60,0,0,1,1,0,1
"1416",190,78,1,16,4,0,1,0
"1417",153,62,0,4,4,1,0,1
"1418",122,NA,0,5,5,0,0,1
"1419",181,69,1,17,2,0,1,0
"1420",150,64,0,13,1,0,1,0
"1421",135,68,0,12,4,0,1,0
"1422",143,65,0,11,3,0,1,0
"1423",170,71,1,10,2,0,1,0
"1424",206,70,1,15,5,0,1,0
"1425",172,64,0,4,2,0,0,1
"1426",160,65,0,11,1,0,1,0
"1427",170,65,1,8,3,0,1,0
"1428",230,69,1,14,5,1,1,0
"1429",150,62,0,10,2,0,1,0
"1430",153,66,0,13,5,0,1,0
"1431",142,64,0,12,3,0,0,0
"1432",160,60,0,12,1,0,1,0
"1433",230,64,0,12,3,1,0,1
"1434",150,65,0,11,1,0,1,0
"1435",118,69,0,15,2,0,1,0
"1436",135,67,0,16,3,0,1,0
"1437",215,67,1,12,2,0,1,0
"1438",160,70,1,16,5,0,1,0
