"","lon","lat"
"296",-90.8804201,41.1967002
"297",-89.8831541,38.7292147
"298",-88.2831038,39.7991985
"299",-88.2072697,40.1105875
"300",-89.0936778,38.9606009
"301",-90.169832,38.6722727
"302",-88.8978434,37.4153295
"303",-88.1622654,39.8628101
"304",-89.6825971,38.2119935
"305",-89.7678746,39.5008866
"306",-89.838986,38.9314354
"307",-90.2123426,39.9511595
"308",-89.1406267,38.5089381
"309",-91.4345978,40.359211
"310",-89.4073123,40.7036482
"311",-90.1498341,38.3358857
"312",-87.7364218,40.7761465
"313",-87.8447938,42.3636331
"314",-89.9528847,39.5917158
"315",-88.9233622,37.8985966
"316",-90.403177,39.4369917
"317",-88.5984074,41.5625305
"318",-90.4562355,39.6297689
"319",-89.3481413,39.2564351
"320",-87.9789562,41.9633625
"321",-90.0976069,38.861159
"322",-88.4487021,42.3147436
"323",-89.7731578,41.0617037
"324",-88.4472948,41.6411409
"325",-89.0520194,37.8994945
"326",-88.5423132,42.2330782
"327",-87.8328505,42.4461322
