"","X1","team_id","year","league_id","rank","g","ghome","w","l","r","ab","h","double","triple","hr","bb","so","sb","cs","hbp","sf","ra","er","era","cg","sho","sv","ipouts","ha","hra","bba","soa","e","dp","fp","name","park","attendance","salary"
"792",792,"TEX",1994,"AL",1,114,63,52,62,613,3983,1114,198,27,124,437,730,82,35,NA,NA,697,619,5.45,10,3,26,3069,1176,157,394,683,105,106,0.97,"Texas Rangers","The Ballpark at Arlington",2503198,1080353.23333333
"793",793,"TEX",1995,"AL",3,144,72,74,70,691,4913,1304,247,24,138,526,877,90,47,NA,NA,720,665,4.66,14,4,34,3855,1385,152,514,838,98,156,0.98,"Texas Rangers","The Ballpark at Arlington",1985910,1157256.93103448
"794",794,"TEX",1996,"AL",1,163,81,90,72,928,5702,1622,323,32,221,660,1041,83,26,NA,NA,799,750,4.66,19,6,43,4347,1569,168,582,976,87,150,0.98,"Texas Rangers","The Ballpark at Arlington",2889020,1281517.6
"795",795,"TEX",1997,"AL",3,162,81,77,85,807,5651,1547,311,27,187,500,1116,72,37,NA,NA,823,744,4.68,8,9,33,4289,1598,169,541,925,122,155,0.98,"Texas Rangers","The Ballpark at Arlington",2945228,1553936.41176471
"796",796,"TEX",1998,"AL",1,162,81,88,74,940,5672,1637,314,32,201,595,1045,82,47,NA,NA,871,795,5,10,8,46,4293,1624,164,519,994,122,140,0.98,"Texas Rangers","The Ballpark at Arlington",2927399,2068503.51851852
"797",797,"TEX",1999,"AL",1,162,81,95,67,945,5651,1653,304,29,230,611,937,111,54,NA,NA,859,809,5.07,6,9,47,4306,1626,186,509,979,119,167,0.98,"Texas Rangers","The Ballpark at Arlington",2771469,2556997.7
"798",798,"TEX",2000,"AL",4,162,81,71,91,848,5648,1601,330,35,173,580,922,69,47,39,48,974,876,5.52,3,4,39,4287,1683,202,661,918,135,162,0.978,"Texas Rangers","The Ballpark at Arlington",2588401,2710836.84
"799",799,"TEX",2001,"AL",4,162,82,73,89,890,5685,1566,326,23,246,548,1093,97,32,75,55,968,913,5.71,4,3,37,4315,1670,222,596,951,114,167,0.981,"Texas Rangers","The Ballpark at Arlington",2831021,2907116.66666667
"800",800,"TEX",2002,"AL",4,162,80,72,90,843,5618,1510,304,27,230,554,1055,62,34,62,50,882,824,5.15,4,4,33,4319,1528,194,669,1030,99,152,0.984,"Texas Rangers","The Ballpark at Arlington",2352397,3828127.96296296
"801",801,"TEX",2003,"AL",4,162,81,71,91,826,5664,1506,274,36,239,488,1052,65,25,75,42,969,903,5.67,4,3,43,4300,1625,208,603,1009,94,168,0.985,"Texas Rangers","The Ballpark at Arlington",2094394,3325892.85714286
"802",802,"TEX",2004,"AL",3,162,81,89,73,860,5615,1492,323,34,227,500,1099,69,36,61,57,794,724,4.53,5,9,52,4319,1536,182,547,979,117,152,0.981,"Texas Rangers","The Ballpark at Arlington",2513685,1599398.14814815
"803",803,"TEX",2005,"AL",3,162,81,79,83,865,5716,1528,311,29,260,495,1112,67,15,48,32,858,794,4.96,2,6,46,4320,1589,159,522,932,108,149,0.982,"Texas Rangers","Ameriquest Field",2525221,1892327.5862069
"804",804,"TEX",2006,"AL",3,162,81,80,82,835,5659,1571,357,23,183,505,1061,53,24,40,50,784,731,4.6,3,8,42,4294,1558,162,496,972,98,174,0.984,"Texas Rangers","Ameriquest Field",2388757,2263255.4
"805",805,"TEX",2007,"AL",4,162,81,75,87,816,5555,1460,298,36,179,503,1224,88,25,56,42,844,755,4.75,0,6,42,4290,1525,155,668,976,124,179,0.98,"Texas Rangers","Rangers Ballpark in Arlington",2353862,2516210.18518519
"806",806,"TEX",2008,"AL",2,162,81,79,83,901,5728,1619,376,35,194,595,1207,81,25,63,54,967,860,5.37,6,8,36,4326,1647,176,625,963,132,191,0.978,"Texas Rangers","Rangers Ballpark in Arlington",1945677,2404178.42857143
"807",807,"TEX",2009,"AL",2,162,81,87,75,784,5526,1436,296,27,224,472,1253,149,36,37,51,740,698,4.38,8,11,45,4304,1432,171,531,1016,106,168,0.982,"Texas Rangers","Rangers Ballpark in Arlington",2156016,2371399.92592593
"808",808,"TEX",2010,"AL",1,162,81,90,72,787,5635,1556,268,25,162,511,986,123,48,45,54,687,636,3.93,7,8,46,4366,1355,162,551,1181,105,133,0.982,"Texas Rangers","Rangers Ballpark in Arlington",2505171,2016474.59259259
"809",809,"TEX",2011,"AL",1,162,81,96,66,855,5659,1599,310,32,210,475,930,143,45,39,49,677,607,3.79,10,19,38,4324,1327,170,461,1179,114,164,0.981,"Texas Rangers","Rangers Ballpark in Arlington",2946949,3292009.77777778
"810",810,"TEX",2012,"AL",2,162,81,93,69,808,5590,1526,303,32,200,478,1103,91,44,57,53,707,639,3.99,7,10,43,4326,1378,175,446,1286,85,136,0.986,"Texas Rangers","Rangers Ballpark in Arlington",3460280,4635037.46153846
"811",811,"TEX",2013,"AL",2,163,82,91,72,730,5585,1465,262,23,176,462,1067,149,46,61,42,636,589,3.62,4,10,46,4390,1370,157,498,1309,86,146,0.986,"Texas Rangers","Rangers Ballpark in Arlington",3178273,3880089.65517241
"812",812,"TEX",2014,"AL",5,162,81,67,95,637,5460,1400,260,28,111,417,1162,105,59,61,45,773,711,4.49,6,17,33,4279,1510,160,505,1110,106,155,0.982,"Texas Rangers","Rangers Ballpark in Arlington",2718733,4789350.39130435
"813",813,"TEX",2015,"AL",1,162,81,88,74,751,5511,1419,279,32,172,503,1233,101,39,76,54,733,680,4.24,5,9,45,4328,1459,171,508,1095,119,169,0.981,"Texas Rangers","Rangers Ballpark in Arlington",2491875,4791426.3
"814",814,"TOR",1986,"AL",4,163,81,86,76,809,5716,1540,285,35,181,496,848,110,59,NA,NA,733,669,4.08,16,12,44,4428,1467,164,487,1002,100,150,0.98,"Toronto Blue Jays","Exhibition Stadium",2455477,479808.56
"815",815,"TOR",1987,"AL",2,162,81,96,66,845,5635,1514,277,38,215,555,970,126,50,NA,NA,655,604,3.74,18,8,43,4362,1323,158,567,1064,111,148,0.98,"Toronto Blue Jays","Exhibition Stadium",2778429,455630.47826087
"816",816,"TOR",1988,"AL",3,162,81,87,75,763,5557,1491,271,47,158,521,935,107,36,NA,NA,680,612,3.8,16,17,47,4347,1404,143,528,904,110,170,0.98,"Toronto Blue Jays","Exhibition Stadium",2595175,486989
"817",817,"TOR",1989,"AL",1,162,81,89,73,731,5581,1449,265,40,142,521,923,144,58,NA,NA,651,584,3.58,12,12,38,4401,1408,99,478,849,126,164,0.98,"Toronto Blue Jays","Exhibition Stadium /Skydome",3375883,608237.153846154
"818",818,"TOR",1990,"AL",2,162,81,86,76,767,5589,1479,263,50,167,526,970,111,52,NA,NA,661,620,3.84,6,9,48,4362,1434,143,445,892,86,144,0.98,"Toronto Blue Jays","Skydome",3885284,657660.518518519
"819",819,"TOR",1991,"AL",1,162,81,91,71,684,5489,1412,295,45,133,499,1043,148,53,NA,NA,622,569,3.5,10,16,60,4386,1301,121,523,971,127,115,0.98,"Toronto Blue Jays","Skydome",4001527,796096.68
"820",820,"TOR",1992,"AL",1,162,81,96,66,780,5536,1458,265,40,163,561,933,129,39,NA,NA,682,626,3.91,18,14,49,4320,1346,124,541,954,93,109,0.98,"Toronto Blue Jays","Skydome",4028318,1255774.5
"821",821,"TOR",1993,"AL",1,162,81,95,67,847,5579,1556,317,42,159,588,861,170,49,NA,NA,742,674,4.21,11,11,50,4323,1441,134,620,1023,107,144,0.98,"Toronto Blue Jays","Skydome",4057947,1432702
"822",822,"TOR",1994,"AL",3,115,59,55,60,566,3962,1064,210,30,115,387,691,79,26,NA,NA,579,535,4.7,13,4,26,3075,1053,127,482,832,80,105,0.98,"Toronto Blue Jays","Skydome",2907933,1372631
"823",823,"TOR",1995,"AL",5,144,72,56,88,642,5036,1309,275,27,140,492,906,75,16,NA,NA,777,701,4.88,16,8,22,3876,1336,145,654,894,97,131,0.98,"Toronto Blue Jays","Skydome",2826483,1533030.3030303
"824",824,"TOR",1996,"AL",4,162,81,74,88,766,5599,1451,302,35,177,529,1105,116,38,NA,NA,809,735,4.58,19,7,35,4335,1476,187,610,1033,110,187,0.98,"Toronto Blue Jays","Skydome",2559573,916319
"825",825,"TOR",1997,"AL",5,162,81,76,86,654,5473,1333,275,41,147,487,1138,134,50,NA,NA,694,628,3.92,19,16,34,4326,1453,167,497,1150,97,150,0.98,"Toronto Blue Jays","Skydome",2589297,1466557.28125
"826",826,"TOR",1998,"AL",3,163,81,88,74,816,5580,1482,316,19,221,564,1132,184,81,NA,NA,768,698,4.29,10,11,47,4395,1443,169,587,1154,125,131,0.97,"Toronto Blue Jays","Skydome",2454303,1651725.80645161
"827",827,"TOR",1999,"AL",3,162,81,84,78,883,5642,1580,337,14,212,578,1077,119,48,NA,NA,862,786,4.92,14,9,39,4315,1582,191,575,1009,106,164,0.98,"Toronto Blue Jays","Skydome",2163464,1529632.17241379
"828",828,"TOR",2000,"AL",3,162,81,83,79,861,5677,1562,328,21,244,526,1026,89,34,60,34,908,821,5.14,15,4,37,4312,1615,195,560,978,100,176,0.984,"Toronto Blue Jays","Skydome",1705712,1793533.28
"829",829,"TOR",2001,"AL",3,162,82,80,82,767,5663,1489,287,36,195,470,1094,156,55,74,43,753,696,4.28,7,10,41,4388,1553,165,490,1041,97,184,0.985,"Toronto Blue Jays","Skydome",1915438,2834461.5
"830",830,"TOR",2002,"AL",3,162,81,78,84,813,5581,1457,305,38,187,522,1142,71,18,53,57,828,767,4.8,6,6,41,4315,1504,177,590,991,107,159,0.982,"Toronto Blue Jays","Skydome",1637900,2609440.46428571
"831",831,"TOR",2003,"AL",3,162,81,86,76,894,5661,1580,357,33,190,546,1081,37,25,90,56,826,748,4.69,14,6,35,4305,1560,184,485,984,117,161,0.981,"Toronto Blue Jays","Skydome",1799458,1959961.53846154
"832",832,"TOR",2004,"AL",5,161,81,67,94,719,5531,1438,290,34,145,513,1083,58,31,71,42,823,775,4.91,6,11,37,4263,1505,181,608,956,91,150,0.985,"Toronto Blue Jays","Skydome",1900041,1923730.76923077
"833",833,"TOR",2005,"AL",3,162,81,80,82,775,5581,1480,307,39,136,486,955,72,35,89,56,705,653,4.06,9,8,35,4341,1475,185,444,958,95,154,0.985,"Toronto Blue Jays","Rogers Centre",2014995,1758442.30769231
"834",834,"TOR",2006,"AL",2,162,81,87,75,809,5596,1591,348,27,199,514,906,65,33,63,52,754,694,4.37,6,6,42,4285,1447,185,504,1076,99,157,0.984,"Toronto Blue Jays","Rogers Centre",2302212,2744807.69230769
"835",835,"TOR",2007,"AL",3,162,81,83,79,753,5536,1434,344,24,165,533,1044,57,22,47,48,699,644,4,11,9,44,4346,1383,157,479,1067,102,160,0.984,"Toronto Blue Jays","Rogers Centre",2360644,3242452
"836",836,"TOR",2008,"AL",4,162,81,86,76,714,5503,1453,303,32,126,521,938,80,27,59,56,610,561,3.49,15,13,44,4340,1330,134,467,1184,84,137,0.986,"Toronto Blue Jays","Rogers Centre",2399786,3745769.23076923
"837",837,"TOR",2009,"AL",4,162,81,75,87,798,5696,1516,339,13,209,548,1028,73,23,45,49,771,720,4.47,10,10,25,4353,1509,181,551,1181,76,168,0.988,"Toronto Blue Jays","Rogers Centre",1876129,3065911.53846154
"838",838,"TOR",2010,"AL",4,162,78,85,77,755,5495,1364,319,21,257,471,1164,58,20,55,34,728,676,4.22,5,11,45,4322,1407,150,539,1184,92,172,0.985,"Toronto Blue Jays","Rogers Centre",1625555,2256262.96296296
"839",839,"TOR",2011,"AL",4,162,81,81,81,743,5559,1384,285,34,186,525,1184,131,52,48,47,761,700,4.32,7,10,33,4376,1433,179,540,1169,110,148,0.982,"Toronto Blue Jays","Rogers Centre",1818103,2070593.33333333
"840",840,"TOR",2012,"AL",4,162,81,73,89,716,5487,1346,247,22,198,473,1251,123,41,55,45,784,745,4.64,5,11,29,4331,1439,204,574,1142,101,167,0.984,"Toronto Blue Jays","Rogers Centre",2099663,2937368
"841",841,"TOR",2013,"AL",5,162,81,74,88,712,5537,1398,273,24,185,510,1123,112,41,38,38,756,685,4.25,4,11,39,4356,1451,195,500,1208,111,145,0.982,"Toronto Blue Jays","Rogers Centre",2536562,4073809.67741935
"842",842,"TOR",2014,"AL",3,162,81,83,79,723,5549,1435,282,24,177,502,1151,78,21,41,40,686,642,4,3,16,45,4329,1400,151,490,1199,87,130,0.985,"Toronto Blue Jays","Rogers Centre",2375525,4396804
"843",843,"TOR",2015,"AL",1,162,81,93,69,891,5509,1480,308,17,232,570,1151,88,23,54,62,670,609,3.8,7,10,34,4323,1353,173,397,1117,88,145,0.985,"Toronto Blue Jays","Rogers Centre",2794891,4519696
"844",844,"WAS",2005,"NL",5,162,81,81,81,639,5426,1367,311,32,117,491,1090,45,45,89,45,673,627,3.87,4,9,51,4374,1456,140,539,997,92,156,0.985,"Washington Nationals","R.F.K. Stadium",2731993,1712035.71428571
"845",845,"WAS",2006,"NL",5,162,81,71,91,746,5495,1437,322,22,164,594,1156,123,62,69,49,872,803,5.03,1,3,32,4309,1535,193,584,960,131,123,0.978,"Washington Nationals","R.F.K. Stadium",2153056,1934571.42857143
"846",846,"WAS",2007,"NL",4,162,81,73,89,673,5520,1415,309,31,123,524,1128,69,23,53,41,783,736,4.58,0,6,46,4340,1502,187,580,931,109,153,0.982,"Washington Nationals","R.F.K. Stadium",1943812,1221500
"847",847,"WAS",2008,"NL",5,161,80,59,102,641,5491,1376,269,26,117,534,1095,81,43,67,36,825,742,4.66,2,8,28,4302,1496,190,588,1063,123,143,0.98,"Washington Nationals","Nationals Park",2320400,1946821.42857143
"848",848,"WAS",2009,"NL",5,162,81,59,103,710,5493,1416,271,38,156,617,1208,73,40,56,42,874,791,5,6,3,33,4273,1533,173,629,911,143,155,0.977,"Washington Nationals","Nationals Park",1817226,2096038.46153846
"849",849,"WAS",2010,"NL",5,162,81,69,93,655,5418,1355,250,31,149,503,1220,110,41,60,47,742,658,4.13,2,5,37,4305,1469,151,512,1068,127,148,0.979,"Washington Nationals","Nationals Park",1828066,2215346.15384615
"850",850,"WAS",2011,"NL",3,161,80,80,81,624,5441,1319,257,22,154,470,1323,106,38,65,32,643,577,3.58,3,10,49,4348,1403,129,477,1049,104,145,0.983,"Washington Nationals","Nationals Park",1940478,2265818.85714286
"851",851,"WAS",2012,"NL",1,162,81,98,64,731,5615,1468,301,25,194,479,1325,105,35,41,36,594,543,3.33,3,9,51,4405,1296,129,497,1325,94,134,0.985,"Washington Nationals","Nationals Park",2370794,2771522.17241379
"852",852,"WAS",2013,"NL",2,162,81,86,76,656,5436,1365,259,27,161,464,1192,88,28,40,39,626,576,3.59,6,13,47,4337,1367,142,405,1236,107,146,0.982,"Washington Nationals","Nationals Park",2652422,4548130.8
"853",853,"WAS",2014,"NL",1,162,81,96,66,686,5542,1403,265,27,152,517,1304,101,23,56,41,555,495,3.03,5,19,45,4412,1351,110,352,1288,100,139,0.984,"Washington Nationals","Nationals Park",2579389,4399456
"854",854,"WAS",2015,"NL",2,162,81,83,79,703,5428,1363,265,13,177,539,1344,57,23,44,51,635,577,3.62,4,13,41,4304,1366,145,364,1342,90,125,0.985,"Washington Nationals","Nationals Park",2619843,5365085.24137931
