year,sex,educ,attend,reltrad,income,race,partyid,abany,abnomore,abrape,abdefect,homosex,owngun,gunlaw
1993,1,7,7,1,11,1,4,NA,NA,NA,NA,NA,NA,NA
1993,1,12,1,6,12,1,7,1,1,1,1,4,1,2
1993,1,16,2,4,12,1,6,1,1,1,1,4,1,NA
1993,2,14,3,4,12,1,0,1,1,1,1,4,2,1
1993,2,14,6,2,12,1,5,1,1,1,1,1,1,1
1993,2,17,3,4,12,1,4,NA,NA,NA,NA,NA,NA,NA
1993,2,12,7,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA
1993,2,12,2,7,12,1,2,2,2,1,1,4,1,1
1993,1,19,0,7,12,1,2,NA,2,NA,1,3,2,1
1993,1,17,5,6,12,1,3,1,1,1,1,NA,2,1
1993,1,16,7,4,12,1,1,NA,NA,NA,NA,NA,NA,NA
1993,2,18,3,4,12,1,3,NA,NA,NA,NA,NA,NA,NA
1993,1,18,5,4,12,1,4,1,1,1,1,4,2,1
1993,2,15,6,4,12,1,0,NA,NA,NA,NA,NA,NA,NA
1993,2,9,7,3,6,2,0,1,2,1,2,1,2,1
1993,1,15,2,3,12,2,0,NA,NA,NA,NA,NA,NA,NA
1993,2,7,7,3,7,2,0,2,2,2,1,1,2,1
1993,1,16,0,7,9,3,0,NA,NA,NA,NA,NA,NA,NA
1993,1,16,6,6,12,1,6,2,2,1,1,1,2,1
1993,2,12,3,2,12,1,1,NA,NA,NA,NA,NA,NA,NA
1993,2,8,6,1,8,1,3,2,2,2,1,1,2,1
1993,1,6,0,1,12,1,5,2,1,1,1,1,1,1
1993,1,18,8,2,NA,2,5,1,1,1,1,1,2,1
1993,2,12,8,1,12,2,0,NA,NA,NA,NA,NA,NA,NA
1993,2,14,7,3,12,2,0,2,2,1,2,1,2,1
1993,1,13,5,4,12,2,0,2,1,1,NA,1,2,1
1993,2,16,7,2,12,2,3,NA,NA,1,1,NA,3,1
1993,2,13,3,1,10,1,4,2,2,1,2,1,2,1
1993,2,12,2,1,7,1,3,NA,NA,NA,NA,NA,NA,NA
1993,1,15,3,1,12,1,4,1,1,1,1,1,1,2
1993,2,12,1,2,12,1,5,1,1,1,1,1,1,1
1993,1,16,7,1,NA,1,6,2,2,2,2,1,1,2
1993,1,16,8,1,12,1,4,2,2,NA,NA,1,2,2
1993,1,20,4,1,12,3,0,1,1,1,1,NA,2,1
1993,1,18,3,6,12,1,5,1,1,1,1,3,1,2
1993,2,13,1,1,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,1,12,8,1,12,1,5,2,2,1,2,1,1,2
1993,2,14,7,1,NA,1,6,NA,NA,NA,NA,NA,NA,NA
1993,2,14,0,2,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,12,0,1,9,1,2,1,1,1,1,4,2,1
1993,1,20,7,1,12,1,6,2,2,NA,2,1,1,2
1993,1,12,0,4,12,1,3,1,1,1,1,4,1,1
1993,1,14,3,6,12,1,5,2,2,2,1,1,2,2
1993,2,14,6,1,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,16,7,4,12,1,2,2,2,2,2,1,1,1
1993,1,12,2,4,NA,1,4,NA,NA,NA,NA,NA,NA,NA
1993,2,12,6,1,5,1,1,1,1,1,1,1,2,1
1993,1,16,2,2,12,1,6,NA,NA,NA,NA,NA,NA,NA
1993,2,16,5,4,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,17,8,1,NA,1,6,NA,NA,NA,NA,NA,NA,NA
1993,2,20,4,7,NA,1,2,1,1,1,1,4,3,1
1993,1,18,3,2,12,1,2,1,NA,1,1,4,2,1
1993,1,20,3,5,12,1,4,1,1,1,1,1,2,1
1993,2,20,7,4,12,1,3,NA,NA,NA,NA,NA,NA,NA
1993,1,16,1,4,8,1,2,NA,1,1,1,4,1,1
1993,2,17,7,4,10,1,2,2,2,2,2,3,2,1
1993,2,16,7,4,12,1,4,NA,NA,NA,NA,NA,NA,NA
1993,1,16,5,3,12,2,0,NA,1,1,1,4,2,1
1993,2,16,3,6,12,1,4,1,1,1,1,4,2,1
1993,1,15,0,4,12,1,2,1,1,1,1,4,1,1
1993,1,12,5,4,12,1,2,NA,NA,1,1,1,1,1
1993,2,15,0,2,NA,1,5,NA,NA,NA,NA,NA,2,NA
1993,2,12,7,4,NA,1,1,NA,NA,2,NA,NA,1,1
1993,2,12,6,4,9,1,3,2,2,2,1,NA,1,1
1993,1,12,1,4,12,1,3,1,1,1,1,NA,1,1
1993,2,15,5,2,12,1,3,2,2,2,NA,4,2,1
1993,1,12,2,4,12,1,5,NA,NA,1,1,NA,2,1
1993,2,14,5,4,12,1,1,2,2,1,1,4,1,1
1993,1,16,2,5,12,1,0,1,1,1,2,3,2,1
1993,1,17,7,4,12,1,7,2,2,1,2,1,2,1
1993,1,16,5,1,12,1,5,1,1,1,1,1,2,1
1993,2,12,0,7,12,1,6,1,1,1,1,NA,2,2
1993,1,15,2,1,12,1,3,2,2,1,NA,1,1,1
1993,2,13,7,1,12,1,6,NA,NA,NA,NA,NA,NA,NA
1993,2,16,8,1,12,1,6,2,2,2,2,1,2,1
1993,2,12,2,NA,11,1,6,2,2,2,2,NA,2,1
1993,2,20,8,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA
1993,2,12,1,2,9,1,3,NA,NA,NA,NA,NA,NA,NA
1993,2,8,3,NA,6,1,3,2,2,1,2,1,2,1
1993,2,8,7,1,9,1,3,2,2,1,1,1,2,1
1993,2,6,7,4,5,1,1,2,2,1,1,1,2,1
1993,2,14,2,4,NA,1,3,2,2,1,1,1,2,NA
1993,1,16,4,4,12,1,1,1,1,1,1,1,2,1
1993,2,12,0,2,12,1,6,1,1,1,1,1,2,1
1993,1,12,0,2,12,1,1,1,2,1,1,4,1,1
1993,1,12,3,2,12,1,6,NA,NA,NA,NA,NA,NA,NA
1993,2,16,7,2,12,1,6,2,2,1,1,3,1,1
1993,1,19,4,5,9,1,3,NA,NA,NA,NA,NA,NA,NA
1993,2,13,3,2,12,1,1,NA,NA,NA,NA,NA,NA,NA
1993,2,12,7,4,10,1,3,2,2,1,1,2,2,1
1993,2,12,5,1,12,1,1,2,1,1,1,1,2,1
1993,1,14,7,2,12,1,3,NA,NA,NA,NA,NA,NA,NA
1993,2,12,3,2,12,3,0,NA,NA,NA,NA,NA,NA,NA
1993,2,12,7,3,11,1,6,NA,NA,NA,NA,NA,NA,NA
1993,2,16,8,1,12,1,1,NA,NA,NA,NA,NA,NA,NA
1993,2,12,3,6,12,1,3,2,1,1,1,3,2,1
1993,1,20,5,3,12,2,0,NA,NA,NA,NA,NA,NA,NA
1993,1,16,3,5,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,14,4,3,12,2,5,1,1,1,1,4,2,1
1993,2,18,6,4,12,1,0,2,2,1,1,4,2,1
1993,2,11,0,2,10,1,6,2,1,1,1,1,2,1
1993,2,14,5,1,12,1,2,NA,NA,NA,NA,NA,NA,NA
1993,1,17,5,7,12,2,2,1,1,1,1,4,2,1
1993,2,18,7,4,12,1,6,1,1,1,1,4,2,1
1993,1,18,3,4,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,14,7,4,12,1,6,2,2,NA,2,1,2,1
1993,2,13,2,2,12,1,1,NA,2,1,1,4,1,1
1993,1,17,7,4,12,1,5,2,2,2,1,1,2,1
1993,2,14,7,2,12,1,4,1,1,1,1,NA,2,1
1993,2,13,6,1,10,1,0,NA,NA,NA,NA,NA,NA,NA
1993,2,10,1,1,7,1,3,NA,NA,NA,NA,NA,NA,NA
1993,1,6,3,1,8,1,2,2,2,1,1,1,2,2
1993,1,18,4,2,12,1,4,1,1,1,1,3,1,1
1993,2,13,7,6,12,1,6,2,2,1,1,1,1,1
1993,1,11,2,2,12,1,0,NA,NA,NA,NA,NA,NA,NA
1993,2,12,7,1,12,1,4,NA,2,1,1,1,1,1
1993,1,17,3,2,12,1,2,NA,NA,NA,NA,NA,NA,NA
1993,1,13,4,1,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,15,6,3,9,2,0,NA,NA,NA,NA,NA,NA,NA
1993,2,6,3,4,9,2,0,2,2,1,2,1,2,1
1993,2,12,3,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA
1993,2,14,2,2,12,1,2,1,1,1,1,4,2,1
1993,1,12,4,4,12,1,1,2,2,1,1,4,2,1
1993,2,14,7,4,12,1,1,1,1,1,1,3,2,1
1993,2,12,3,5,12,1,1,1,1,1,1,NA,2,1
1993,2,12,8,4,10,1,4,2,2,1,1,1,2,1
1993,2,17,7,4,12,3,1,NA,NA,NA,NA,NA,NA,NA
1993,1,16,8,1,12,1,6,2,2,2,2,1,2,1
1993,1,12,4,4,12,1,1,1,1,1,1,1,2,1
1993,2,10,8,4,12,3,6,2,2,1,1,1,2,1
1993,2,12,7,4,NA,1,3,NA,NA,NA,NA,NA,NA,NA
1993,2,12,3,4,NA,3,2,2,1,1,1,1,2,1
1993,2,16,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1993,2,13,3,5,NA,1,0,NA,NA,NA,NA,NA,NA,NA
1993,1,16,0,7,NA,1,1,NA,2,1,1,4,2,1
1993,2,12,7,4,12,1,1,2,2,1,1,2,1,1
1993,2,14,7,2,12,1,0,1,1,1,1,NA,1,2
1993,1,19,8,1,12,1,5,2,2,1,2,1,1,2
1993,1,8,1,4,NA,1,3,2,NA,1,NA,NA,1,2
1993,1,14,8,4,12,1,2,2,2,2,2,1,1,1
1993,2,17,3,7,12,1,0,NA,NA,NA,NA,NA,NA,NA
1993,2,14,0,4,12,1,5,1,1,1,1,4,2,1
1993,2,16,5,4,12,1,3,1,2,1,1,4,2,1
1993,1,14,2,2,12,1,6,NA,NA,NA,NA,NA,NA,NA
1993,1,16,0,2,12,1,1,2,1,1,1,4,2,1
1993,1,16,1,7,12,1,2,1,1,1,1,3,2,1
1993,1,12,1,4,12,1,1,1,1,1,1,3,1,1
1993,2,9,7,6,3,2,2,NA,NA,NA,NA,NA,NA,NA
1993,1,11,6,4,11,3,0,2,1,1,1,4,2,2
1993,1,15,0,7,10,3,3,NA,NA,NA,NA,NA,NA,NA
1993,2,12,8,6,12,2,3,NA,NA,NA,NA,NA,NA,NA
1993,2,12,0,7,9,3,0,1,1,1,1,1,2,1
1993,1,16,1,2,12,1,5,1,1,1,1,2,1,1
1993,1,16,6,1,12,1,2,2,2,2,2,1,2,1
1993,2,15,5,4,12,1,1,NA,NA,NA,NA,NA,NA,NA
1993,1,15,5,2,12,1,4,1,1,1,1,3,2,1
1993,2,16,2,4,12,1,2,1,1,1,1,2,2,1
1993,2,14,7,2,12,1,6,1,1,1,1,1,1,1
1993,2,15,3,4,12,1,0,1,1,1,1,4,2,1
1993,2,18,7,4,NA,1,6,1,1,1,1,NA,2,1
1993,2,9,5,3,8,2,1,2,1,1,2,1,2,1
1993,1,10,0,3,12,2,2,2,1,1,1,3,2,1
1993,2,12,7,4,NA,1,0,2,2,2,2,1,2,1
1993,2,12,7,4,2,1,2,1,1,1,1,1,2,1
1993,2,14,7,1,9,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,12,7,4,11,3,2,2,2,2,1,3,2,1
1993,2,15,2,3,9,2,1,NA,NA,NA,NA,NA,NA,NA
1993,2,9,2,2,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,10,4,2,11,1,5,1,1,1,1,1,2,1
1993,2,12,4,4,11,1,1,1,1,1,1,4,2,1
1993,1,13,3,4,11,1,6,2,2,NA,1,1,2,1
1993,2,14,1,4,NA,1,6,1,1,1,1,1,2,1
1993,2,8,7,4,9,1,1,2,2,2,1,1,1,1
1993,2,12,6,3,12,2,4,1,1,1,1,1,1,1
1993,1,13,2,1,12,1,3,1,1,1,1,3,2,1
1993,1,15,7,1,12,2,0,2,2,2,2,1,1,1
1993,2,12,5,3,12,2,0,2,2,2,1,1,2,1
1993,2,12,5,3,12,2,2,1,1,1,1,1,1,1
1993,2,12,8,4,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,1,16,3,2,12,1,6,2,2,1,1,1,2,1
1993,2,14,1,2,10,1,3,2,2,NA,1,3,2,2
1993,2,12,6,2,12,1,1,NA,NA,NA,NA,NA,NA,NA
1993,2,18,4,6,NA,3,0,NA,NA,NA,NA,NA,NA,NA
1993,1,16,7,4,9,1,6,2,2,1,2,4,2,1
1993,1,12,3,4,12,1,2,1,2,1,NA,1,1,1
1993,2,12,7,4,10,1,1,NA,NA,NA,NA,NA,NA,NA
1993,1,12,1,4,12,1,4,NA,NA,NA,NA,NA,NA,NA
1993,2,12,1,6,12,1,3,NA,NA,1,1,NA,1,NA
1993,1,8,7,4,8,1,0,NA,NA,NA,NA,NA,NA,NA
1993,2,12,1,2,12,1,3,1,1,1,1,1,2,1
1993,2,13,7,1,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,1,12,3,1,9,1,3,NA,NA,NA,NA,NA,NA,NA
1993,1,16,0,NA,8,1,4,NA,NA,NA,NA,NA,NA,NA
1993,2,20,3,1,12,1,4,NA,NA,NA,NA,NA,NA,NA
1993,2,12,2,4,NA,1,5,1,NA,1,1,3,2,1
1993,1,18,0,7,12,1,2,1,1,1,1,1,1,1
1993,2,14,1,7,12,1,2,1,1,1,1,1,1,1
1993,2,16,7,1,12,1,3,2,2,2,2,1,1,1
1993,1,17,2,5,12,1,6,NA,NA,NA,NA,NA,NA,NA
1993,1,14,7,1,12,1,5,NA,NA,1,1,1,1,1
1993,1,13,4,1,12,1,5,2,2,1,2,1,2,1
1993,2,12,7,1,12,1,4,NA,NA,NA,NA,NA,NA,NA
1993,2,19,7,4,12,1,6,1,1,1,1,4,2,1
1993,1,13,NA,1,12,1,5,2,2,2,2,1,1,1
1993,2,12,8,1,12,1,0,NA,2,1,NA,1,2,1
1993,2,13,2,1,9,1,1,1,NA,1,1,1,2,1
1993,1,12,1,4,11,1,3,NA,NA,NA,NA,NA,NA,NA
1993,1,15,2,2,11,1,3,1,2,1,1,4,2,1
1993,1,12,0,7,12,1,3,2,2,1,2,1,1,1
1993,2,12,0,7,8,1,3,1,1,1,1,4,2,2
1993,1,14,3,2,NA,1,4,2,2,1,1,1,2,1
1993,1,12,2,4,12,1,2,NA,NA,NA,NA,NA,NA,NA
1993,2,12,8,1,10,1,6,2,2,2,1,1,1,2
1993,2,17,6,2,12,1,0,1,1,1,1,4,2,1
1993,2,16,6,4,12,1,5,1,2,2,2,1,2,1
1993,2,16,7,4,12,1,2,1,1,1,1,NA,2,1
1993,2,11,7,4,11,1,1,1,1,1,1,4,2,1
1993,1,18,0,4,12,1,3,NA,NA,NA,NA,NA,NA,NA
1993,1,13,3,2,12,1,4,NA,NA,NA,NA,NA,NA,NA
1993,1,12,7,1,12,1,6,NA,NA,NA,NA,NA,NA,NA
1993,2,12,5,2,NA,1,5,NA,NA,NA,NA,NA,NA,NA
1993,1,12,0,7,12,1,3,2,2,1,1,NA,1,1
1993,2,12,0,1,12,1,3,2,1,1,1,1,1,1
1993,1,15,2,2,12,1,0,1,1,1,1,4,2,1
1993,2,12,0,1,12,1,4,2,2,1,1,1,2,1
1993,2,12,0,2,5,1,4,1,1,1,1,NA,2,1
1993,2,16,4,2,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,1,12,7,1,12,1,5,1,1,1,1,4,1,1
1993,1,12,6,1,10,1,4,2,2,1,2,1,1,2
1993,1,12,7,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA
1993,1,17,7,1,12,1,6,NA,NA,NA,NA,NA,NA,NA
1993,2,15,6,1,12,1,5,2,2,1,1,1,1,1
1993,1,11,7,4,12,1,4,1,1,1,1,4,1,2
1993,1,14,0,7,12,1,0,1,1,1,1,4,1,2
1993,1,12,0,4,2,1,6,2,2,1,1,4,2,1
1993,2,15,0,7,4,1,2,NA,NA,NA,NA,NA,NA,NA
1993,2,15,6,4,2,1,0,1,1,1,1,1,1,1
1993,2,15,4,1,5,1,2,1,2,1,1,1,1,1
1993,1,15,4,4,3,1,5,1,1,1,1,3,1,2
1993,2,13,8,1,2,1,5,2,2,2,2,1,2,2
1993,1,13,8,6,12,1,2,1,1,1,1,4,2,1
1993,2,11,2,2,8,1,2,NA,NA,NA,NA,NA,NA,NA
1993,1,12,1,6,12,1,2,NA,NA,NA,NA,NA,NA,NA
1993,2,12,5,1,NA,1,0,1,1,1,1,1,2,1
1993,2,12,7,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
1993,1,12,2,1,12,1,2,NA,NA,NA,NA,NA,NA,NA
1993,1,16,6,1,12,1,6,2,2,1,1,1,2,1
1993,1,12,8,1,10,1,6,2,2,2,2,1,1,2
1993,2,13,0,1,12,1,5,2,2,1,1,3,2,1
1993,2,14,0,2,12,1,NA,2,2,2,2,1,2,2
1993,1,8,7,4,9,1,3,2,2,2,2,1,2,1
1993,2,16,3,2,12,1,2,1,1,1,1,1,1,1
1993,2,12,3,4,3,1,1,NA,NA,NA,NA,NA,NA,NA
1993,2,12,7,3,12,2,2,2,2,1,2,1,2,1
1993,1,10,7,1,12,3,1,NA,NA,NA,NA,NA,NA,NA
1993,1,12,2,2,12,1,1,2,2,2,2,1,2,1
1993,2,13,7,1,11,1,5,NA,NA,NA,NA,NA,NA,NA
1993,1,12,0,7,12,1,1,NA,NA,NA,NA,NA,NA,NA
1993,1,12,2,1,12,1,1,2,2,1,2,1,1,2
1993,1,12,7,1,9,1,3,NA,NA,NA,NA,NA,NA,NA
1993,2,12,0,2,2,2,0,NA,NA,NA,NA,NA,NA,NA
1993,1,6,1,1,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,16,5,2,11,1,4,2,2,1,1,NA,1,2
1993,2,12,3,1,6,1,5,2,2,1,1,1,1,1
1993,1,12,3,3,11,2,5,1,2,1,2,1,1,1
1993,1,12,2,1,12,1,4,NA,NA,NA,NA,NA,NA,NA
1993,2,14,8,4,12,1,6,2,2,1,2,1,1,2
1993,1,12,3,4,10,1,5,1,1,1,1,1,2,2
1993,1,11,7,4,11,3,7,2,2,1,1,1,2,1
1993,1,14,2,1,10,1,2,NA,NA,NA,NA,NA,NA,NA
1993,2,8,0,1,12,1,6,NA,NA,NA,NA,NA,NA,NA
1993,2,12,8,1,9,1,0,1,1,1,1,1,2,1
1993,1,14,7,1,12,1,6,2,1,1,1,1,1,2
1993,1,11,5,4,11,1,5,2,2,1,1,1,1,1
1993,2,11,6,2,12,1,5,2,2,1,2,2,2,1
1993,2,14,7,1,12,1,6,2,2,2,2,1,2,1
1993,2,16,7,1,12,1,4,NA,NA,NA,NA,NA,NA,NA
1993,2,11,2,1,9,1,4,NA,NA,NA,NA,NA,NA,NA
1993,2,9,3,1,10,1,1,2,2,2,2,1,2,1
1993,1,13,2,1,11,1,NA,2,2,1,1,1,1,1
1993,1,11,4,3,12,2,0,1,1,1,2,1,2,1
1993,1,11,3,3,12,2,1,2,2,1,1,1,2,1
1993,2,12,3,3,11,2,1,2,2,1,1,1,1,1
1993,1,11,1,1,12,1,1,2,2,1,NA,1,1,1
1993,2,11,0,1,12,1,2,2,2,1,1,1,1,1
1993,2,14,7,1,12,2,1,2,2,2,2,1,1,1
1993,2,18,7,3,12,2,0,NA,NA,NA,NA,NA,NA,NA
1993,1,13,1,6,12,2,2,2,1,1,1,1,1,1
1993,2,12,0,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA
1993,1,12,NA,4,2,2,3,1,2,NA,2,1,2,2
1993,1,14,2,7,12,2,0,1,1,1,1,4,1,1
1993,2,16,3,4,12,1,5,2,2,1,NA,1,1,1
1993,1,14,0,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA
1993,1,16,0,7,NA,1,2,1,1,1,1,4,2,1
1993,1,13,3,4,12,1,4,2,2,1,1,1,1,1
1993,2,12,7,4,12,1,0,NA,NA,NA,NA,NA,NA,NA
1993,2,13,8,4,12,1,3,NA,NA,NA,NA,NA,NA,NA
1993,2,12,7,4,9,1,6,NA,NA,NA,NA,NA,NA,NA
1993,2,12,3,4,11,1,6,1,1,1,1,1,2,1
1993,1,13,4,4,11,1,5,2,NA,1,1,1,2,NA
1993,2,8,0,7,1,2,4,2,2,1,1,1,2,2
1993,1,12,5,2,NA,2,0,2,2,1,1,1,1,1
1993,1,13,8,4,12,1,5,1,1,1,1,1,1,2
1993,2,13,0,2,12,1,5,2,1,1,1,1,1,1
1993,2,14,8,1,10,1,6,NA,NA,NA,NA,NA,NA,NA
1993,2,16,7,2,12,1,5,2,2,1,1,1,2,1
1993,2,12,5,2,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,14,3,2,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,1,16,5,4,6,1,1,2,2,1,1,1,2,1
1993,2,14,8,6,12,1,4,2,2,1,2,1,1,1
1993,2,14,0,2,7,1,1,2,2,1,1,1,2,1
1993,1,8,7,3,2,2,4,2,2,2,2,1,1,2
1993,2,12,8,2,10,2,0,2,1,1,1,1,2,2
1993,2,12,7,4,12,1,0,NA,NA,NA,NA,NA,NA,NA
1993,1,14,7,1,12,1,1,NA,NA,NA,NA,NA,NA,NA
1993,1,12,7,1,12,1,6,NA,NA,NA,NA,NA,NA,NA
1993,2,13,8,1,12,1,4,2,2,1,1,1,1,1
1993,1,12,7,NA,12,1,5,2,2,1,NA,1,1,1
1993,1,9,5,1,12,1,1,2,2,1,2,1,1,1
1993,1,14,8,1,8,1,3,2,1,2,1,1,1,2
1993,1,14,5,1,11,1,0,2,2,1,1,1,1,1
1993,2,12,0,4,4,1,3,NA,NA,NA,NA,NA,NA,NA
1993,2,12,3,4,6,3,3,NA,NA,NA,NA,NA,NA,NA
1993,2,0,2,4,9,3,5,2,2,1,1,1,1,1
1993,2,18,7,1,12,1,0,NA,NA,NA,NA,NA,NA,NA
1993,2,12,0,4,12,3,3,2,1,1,1,1,2,2
1993,2,12,7,2,11,1,6,1,1,1,1,1,1,1
1993,1,19,2,1,12,1,0,1,1,1,1,2,2,1
1993,2,16,3,4,1,1,6,1,1,1,1,1,2,1
1993,1,12,5,1,12,1,7,2,2,1,1,1,1,2
1993,2,14,7,1,12,1,2,2,2,2,2,1,1,2
1993,2,13,2,1,12,1,6,1,2,1,1,4,1,1
1993,2,12,6,1,12,1,4,2,2,2,2,1,1,2
1993,1,12,6,1,12,1,5,2,2,1,1,1,1,1
1993,2,11,0,1,NA,1,0,2,2,2,2,1,2,1
1993,1,7,8,2,12,1,1,NA,NA,NA,NA,NA,NA,NA
1993,2,12,8,1,12,1,5,2,2,2,2,1,1,1
1993,2,12,8,1,9,1,3,2,2,NA,NA,1,1,2
1993,2,12,5,1,6,1,2,2,2,2,2,1,2,1
1993,2,7,8,1,4,1,3,2,2,1,1,1,2,1
1993,1,8,3,1,3,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,6,4,1,4,1,1,NA,NA,NA,NA,NA,NA,NA
1993,2,11,8,2,6,1,6,2,2,1,1,1,2,1
1993,2,12,8,1,4,1,5,2,2,2,2,1,2,1
1993,1,12,7,2,12,1,6,NA,2,1,1,NA,2,1
1993,2,12,2,2,12,1,0,NA,NA,NA,NA,NA,NA,NA
1993,1,12,1,2,11,1,0,NA,NA,NA,NA,NA,NA,NA
1993,2,12,5,1,10,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,16,0,1,12,1,4,NA,NA,NA,NA,NA,NA,NA
1993,1,17,7,2,11,1,4,2,2,2,2,1,2,1
1993,2,12,5,2,11,1,2,2,2,1,1,1,1,1
1993,2,8,3,2,6,1,6,2,2,1,1,1,2,1
1993,1,16,6,2,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,16,8,4,NA,1,6,2,2,1,1,1,1,1
1993,1,14,5,2,9,1,1,2,1,1,1,1,1,1
1993,2,12,5,2,9,1,1,2,NA,1,1,1,1,1
1993,2,10,7,6,4,1,3,2,2,2,2,1,2,1
1993,2,16,7,2,12,1,6,NA,NA,NA,NA,NA,NA,NA
1993,2,8,7,1,9,1,1,NA,NA,NA,NA,NA,NA,NA
1993,1,4,0,7,9,1,3,2,2,2,2,1,2,1
1993,1,12,NA,1,12,1,0,2,2,1,1,3,1,1
1993,2,12,6,1,11,1,0,NA,NA,NA,NA,NA,NA,NA
1993,1,12,0,7,12,1,NA,2,2,2,1,1,2,1
1993,2,8,2,1,6,1,4,2,2,1,1,1,1,1
1993,2,12,2,1,9,1,0,2,2,1,1,1,2,2
1993,2,13,8,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA
1993,2,12,7,1,9,1,6,NA,NA,NA,NA,NA,NA,NA
1993,1,14,2,1,10,1,5,2,2,2,1,1,1,1
1993,2,14,2,NA,12,1,3,1,1,1,1,1,1,1
1993,2,9,2,NA,9,1,4,2,2,1,1,4,2,1
1993,2,20,2,1,10,3,5,1,2,1,1,4,1,1
1993,1,20,0,7,12,1,2,NA,NA,NA,NA,NA,NA,NA
1993,2,17,7,1,12,1,6,2,2,2,2,1,2,1
1993,2,12,8,6,12,3,3,NA,NA,NA,NA,NA,NA,NA
1993,2,16,8,1,9,1,1,NA,NA,NA,NA,NA,NA,NA
1993,2,20,4,2,12,1,5,1,1,1,1,3,2,2
1993,2,18,2,1,10,1,5,1,1,1,1,1,1,2
1993,1,16,0,7,12,1,4,1,1,1,1,4,1,1
1993,2,14,2,1,2,1,1,1,1,1,1,1,2,2
1993,2,14,2,4,11,1,0,1,1,1,1,1,2,1
1993,2,16,0,7,4,1,5,1,1,1,1,4,2,1
1993,2,12,8,1,10,1,6,2,2,2,2,1,1,2
1993,1,14,7,2,11,1,6,NA,NA,NA,NA,NA,NA,NA
1993,1,19,0,5,12,1,0,1,1,1,1,4,2,1
1993,1,16,2,2,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,16,7,2,12,1,1,1,1,1,1,4,2,1
1993,2,12,8,4,12,1,6,2,2,2,2,1,1,1
1993,1,16,4,4,11,3,4,1,1,1,1,1,2,1
1993,2,6,3,4,3,1,0,NA,NA,NA,NA,NA,NA,NA
1993,1,NA,5,3,10,2,1,1,1,1,1,4,2,1
1993,2,8,7,1,10,1,0,2,2,1,1,1,1,1
1993,2,12,1,6,10,1,2,NA,NA,NA,NA,NA,NA,NA
1993,2,12,7,4,12,1,2,NA,NA,NA,NA,NA,NA,NA
1993,2,12,8,1,3,1,4,2,2,2,1,1,2,1
1993,2,4,0,2,8,1,3,NA,NA,NA,NA,NA,NA,NA
1993,2,13,6,1,12,1,3,2,2,1,1,1,2,1
1993,2,17,6,4,NA,1,4,2,2,1,1,NA,2,1
1993,1,17,5,1,12,1,0,2,2,1,1,2,2,1
1993,2,18,2,7,12,1,0,1,1,1,1,3,2,1
1993,2,17,4,2,12,1,6,2,2,2,NA,1,1,2
1993,1,13,1,NA,12,1,1,1,1,1,1,1,1,2
1993,2,14,3,1,12,1,1,1,1,1,1,3,2,1
1993,1,NA,1,4,1,1,3,NA,NA,NA,NA,NA,NA,NA
1993,2,14,7,4,NA,1,5,2,2,2,2,1,2,1
1993,1,13,1,7,9,1,5,NA,1,1,1,1,1,2
1993,1,12,7,1,12,1,5,2,2,NA,2,1,1,1
1993,2,14,2,7,12,1,5,NA,NA,NA,NA,NA,NA,NA
1993,2,18,4,2,12,1,0,1,1,1,1,4,1,1
1993,2,14,7,2,12,1,1,1,1,1,1,4,2,1
1993,1,10,0,2,12,1,4,1,1,1,1,1,1,1
1993,1,14,2,NA,12,1,5,1,1,1,1,1,1,1
1993,1,11,0,7,10,1,3,NA,NA,NA,NA,NA,NA,NA
1993,1,15,5,3,12,2,0,1,2,1,1,4,2,1
1993,2,12,7,3,12,2,4,2,2,1,1,1,2,1
1993,2,16,7,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA
