year,sex,educ,attend,reltrad,income,race,partyid,abany,abnomore,abrape,abdefect,homosex,owngun,gunlaw
1973,2,16,4,3,12,1,6,NA,1,1,1,2,1,1
1973,2,16,7,2,12,1,6,NA,2,1,1,1,2,1
1973,1,20,6,2,12,1,6,NA,1,1,1,1,1,2
1973,1,12,0,7,NA,1,1,NA,1,1,1,1,2,1
1973,1,14,6,2,NA,1,1,NA,1,1,1,3,2,1
1973,2,9,3,1,2,1,3,NA,2,1,1,1,2,1
1973,2,3,1,1,4,1,1,NA,2,2,1,1,2,1
1973,1,12,2,7,4,1,3,NA,2,1,1,4,2,1
1973,2,14,1,2,2,1,0,NA,1,1,1,3,2,1
1973,1,13,1,6,9,1,6,NA,1,1,1,4,1,2
1973,2,12,6,2,NA,1,6,NA,2,1,1,1,2,1
1973,2,3,5,2,NA,1,5,NA,2,2,2,1,3,2
1973,1,12,5,2,NA,1,3,NA,2,1,1,1,1,2
1973,2,12,7,1,9,1,5,NA,2,1,1,1,1,2
1973,1,12,1,4,7,1,1,NA,2,1,1,1,1,1
1973,2,5,7,1,NA,1,1,NA,NA,1,1,NA,2,1
1973,1,0,7,2,5,1,3,NA,2,NA,1,1,1,1
1973,2,3,3,1,NA,1,7,NA,2,2,1,NA,2,NA
1973,2,12,7,2,9,1,1,NA,NA,1,1,1,1,2
1973,1,8,NA,NA,8,1,7,NA,1,1,1,1,2,2
1973,1,12,3,2,9,1,5,NA,2,NA,1,1,1,2
1973,2,7,6,1,1,1,5,NA,NA,NA,NA,1,1,2
1973,1,13,1,2,8,1,2,NA,1,1,1,1,1,2
1973,2,13,4,2,10,1,1,NA,NA,1,1,1,1,1
1973,2,12,3,1,9,1,0,NA,2,1,1,1,1,2
1973,1,12,6,1,9,1,2,NA,2,1,1,1,1,2
1973,2,0,0,7,NA,1,NA,NA,1,2,1,1,1,1
1973,2,12,1,1,8,1,2,NA,1,1,1,1,2,1
1973,1,12,2,1,9,1,1,NA,1,1,1,1,1,2
1973,2,7,6,1,NA,1,2,NA,2,2,2,1,1,2
1973,2,8,0,2,NA,1,0,NA,2,2,NA,NA,2,1
1973,2,12,3,1,NA,1,1,NA,2,2,1,1,1,2
1973,1,9,3,1,9,1,1,NA,2,2,2,NA,1,NA
1973,1,7,1,1,10,1,1,NA,2,1,1,1,2,2
1973,1,16,7,4,9,1,3,NA,2,2,2,1,1,1
1973,2,11,0,4,9,1,0,NA,1,1,1,1,2,1
1973,2,12,6,2,10,1,5,NA,2,2,2,1,2,1
1973,1,13,3,2,6,1,4,NA,1,1,1,1,1,2
1973,1,12,1,NA,6,1,1,NA,1,1,1,1,1,1
1973,1,13,8,1,NA,1,5,NA,2,2,2,1,3,2
1973,1,7,8,1,6,1,4,NA,2,1,NA,1,1,1
1973,1,10,0,1,5,1,6,NA,2,1,2,1,1,1
1973,2,9,0,1,3,1,0,NA,2,2,1,1,2,1
1973,2,8,4,2,2,1,6,NA,2,1,1,1,2,1
1973,1,2,7,1,8,1,5,NA,2,2,2,1,1,1
1973,2,11,7,1,5,1,1,NA,2,2,1,1,2,1
1973,1,10,8,1,7,1,6,NA,2,2,2,1,1,NA
1973,2,9,5,1,8,1,6,NA,2,1,2,1,1,2
1973,2,8,7,1,4,1,1,NA,2,2,NA,1,1,1
1973,1,6,0,1,8,1,3,NA,2,1,2,1,1,2
1973,1,8,1,4,2,1,1,NA,1,1,1,1,2,1
1973,2,12,8,1,9,1,0,NA,2,2,1,1,2,2
1973,1,12,2,1,9,1,0,NA,1,1,1,1,1,2
1973,2,7,0,1,9,1,NA,NA,1,1,1,1,2,1
1973,1,12,1,2,10,1,1,NA,1,1,1,1,1,2
1973,2,12,2,4,9,1,0,NA,1,1,1,1,1,1
1973,1,12,1,2,9,1,1,NA,2,1,1,2,1,1
1973,2,12,8,1,9,1,1,NA,2,1,1,1,1,2
1973,2,13,3,2,3,1,1,NA,2,2,1,4,2,1
1973,1,13,3,1,1,1,5,NA,1,1,1,4,2,1
1973,1,14,3,4,8,1,2,NA,1,1,1,5,2,1
1973,2,12,3,4,7,1,5,NA,2,2,2,1,2,2
1973,2,17,3,3,3,2,1,NA,1,1,1,1,2,1
1973,1,16,8,4,9,1,3,NA,2,2,2,1,2,2
1973,1,7,8,3,8,2,2,NA,2,2,2,1,2,1
1973,2,12,4,2,8,1,6,NA,NA,1,1,1,2,1
1973,1,13,5,2,9,1,5,NA,2,1,1,1,2,NA
1973,1,14,3,2,1,1,2,NA,1,1,1,2,2,1
1973,2,12,7,4,10,1,3,NA,2,1,1,1,2,1
1973,2,13,7,2,7,1,4,NA,2,1,1,1,1,1
1973,1,13,3,1,8,1,0,NA,2,1,1,1,1,1
1973,2,12,7,1,9,1,2,NA,2,2,NA,1,1,1
1973,2,8,3,4,2,1,1,NA,2,1,1,1,2,1
1973,2,7,3,1,NA,1,1,NA,2,2,2,1,1,1
1973,1,12,4,1,7,1,5,NA,2,1,1,1,1,1
1973,2,11,7,2,10,1,5,NA,2,1,1,1,1,1
1973,2,12,7,1,9,1,2,NA,1,1,1,1,1,1
1973,1,13,2,2,11,1,4,NA,1,1,1,3,1,1
1973,1,9,3,1,9,1,4,NA,1,1,1,1,1,1
1973,2,13,5,2,8,1,5,NA,1,1,1,1,1,1
1973,2,12,8,1,2,2,1,NA,1,2,1,1,2,1
1973,2,10,6,3,4,2,0,NA,2,2,1,1,2,1
1973,2,7,7,3,2,2,1,NA,2,1,2,1,1,NA
1973,1,17,7,3,9,2,0,NA,2,1,1,1,1,2
1973,1,12,2,3,2,2,1,NA,1,1,1,1,1,1
1973,2,8,1,7,2,1,5,NA,1,NA,2,1,2,1
1973,1,14,3,6,4,1,2,NA,2,1,1,3,1,1
1973,1,12,5,2,4,1,2,NA,1,1,1,1,1,2
1973,1,4,1,2,12,1,2,NA,1,1,1,1,2,1
1973,1,12,3,7,10,1,2,NA,2,1,1,1,1,1
1973,2,10,1,1,2,1,5,NA,1,1,1,1,1,2
1973,1,7,5,1,2,1,3,NA,2,2,2,1,1,2
1973,2,5,1,6,3,1,1,NA,2,2,2,1,2,2
1973,1,6,2,1,3,1,6,NA,2,2,2,1,1,1
1973,2,11,8,6,6,1,0,NA,2,1,1,1,2,1
1973,1,0,1,4,4,1,0,NA,NA,NA,NA,1,1,NA
1973,1,11,2,4,2,1,0,NA,1,1,2,1,2,1
1973,2,12,8,3,1,2,1,NA,1,1,1,1,2,1
1973,2,9,3,2,7,2,0,NA,2,1,1,1,1,1
1973,2,4,5,3,1,2,0,NA,2,2,2,1,2,1
1973,2,16,3,2,3,1,0,NA,1,1,1,1,2,1
1973,2,4,0,1,NA,1,7,NA,2,2,1,1,2,1
1973,2,12,2,1,9,1,4,NA,1,1,1,1,1,1
1973,1,16,2,4,8,1,0,NA,1,1,1,1,1,1
1973,1,8,0,2,7,1,3,NA,1,1,1,1,2,2
1973,2,8,0,7,8,1,0,NA,2,1,2,1,2,2
1973,2,12,7,2,3,1,0,NA,2,1,1,1,2,1
1973,1,5,8,NA,7,1,5,NA,2,2,1,1,1,1
1973,1,7,1,1,8,1,0,NA,2,1,1,1,1,2
1973,1,9,1,1,9,1,0,NA,1,2,1,1,1,1
1973,2,12,7,2,3,1,0,NA,2,1,1,1,2,2
1973,1,8,4,6,2,1,6,NA,1,1,2,1,2,1
1973,2,11,8,1,5,1,2,NA,1,1,1,1,2,1
1973,2,12,8,1,10,1,6,NA,2,1,1,1,1,1
1973,1,5,7,4,2,1,1,NA,2,1,1,1,1,1
1973,2,10,2,1,6,1,1,NA,2,2,2,1,1,1
1973,2,12,3,1,12,1,3,NA,1,1,1,4,1,1
1973,1,3,0,1,3,1,0,NA,1,1,1,1,2,1
1973,1,12,2,NA,10,1,1,NA,1,1,1,4,1,2
1973,1,11,3,NA,8,1,7,NA,1,1,1,1,1,1
1973,1,16,0,7,10,1,2,NA,1,1,1,4,2,1
1973,2,12,6,4,3,1,4,NA,1,1,1,1,2,1
1973,1,10,0,2,9,1,1,NA,1,1,1,1,1,1
1973,2,16,0,6,12,1,5,NA,1,1,1,2,1,1
1973,2,12,1,2,2,1,6,NA,2,1,1,1,2,1
1973,1,19,0,7,9,1,1,NA,1,1,1,3,2,1
1973,1,13,0,1,3,1,3,NA,2,1,1,1,1,2
1973,2,8,0,2,8,1,1,NA,1,1,1,1,1,NA
1973,1,5,0,7,3,1,0,NA,2,1,2,1,2,2
1973,2,13,0,7,10,1,5,NA,1,1,1,2,1,1
1973,2,16,0,2,7,3,1,NA,1,1,1,4,2,1
1973,2,12,5,3,2,2,4,NA,1,NA,NA,NA,2,2
1973,2,6,8,3,NA,2,1,NA,2,2,2,1,2,1
1973,1,10,1,3,11,2,0,NA,1,1,1,1,2,1
1973,1,8,5,3,8,2,0,NA,2,2,2,3,1,2
1973,2,13,2,1,3,1,0,NA,1,1,1,3,2,1
1973,2,2,2,2,7,1,1,NA,2,1,1,1,2,2
1973,1,16,0,7,3,1,7,NA,1,1,1,3,2,2
1973,1,10,5,6,3,1,5,NA,1,1,1,1,2,1
1973,2,15,3,4,9,1,1,NA,2,1,1,4,1,1
1973,1,17,8,2,9,1,5,NA,2,2,2,1,2,1
1973,2,9,6,2,NA,1,5,NA,NA,1,1,1,2,1
1973,2,14,1,4,12,1,1,NA,2,1,1,1,3,2
1973,1,14,2,NA,9,1,2,NA,1,1,1,1,1,1
1973,1,14,2,1,10,2,4,NA,1,1,1,2,1,2
1973,1,17,2,4,9,1,6,NA,2,1,2,2,1,1
1973,2,16,4,5,9,1,1,NA,1,1,1,1,2,1
1973,2,10,0,NA,NA,1,4,NA,2,1,1,1,2,1
1973,1,13,0,4,9,1,6,NA,1,1,1,4,1,1
1973,1,12,2,4,10,1,2,NA,1,1,1,2,1,2
1973,2,10,2,6,9,1,1,NA,1,1,1,1,2,1
1973,1,16,5,2,5,1,5,NA,1,1,1,1,2,2
1973,1,8,0,7,5,1,5,NA,1,1,1,1,1,1
1973,2,12,1,1,10,1,1,NA,1,1,1,2,1,1
1973,1,10,2,4,4,1,0,NA,1,1,1,1,2,1
1973,2,8,8,6,5,1,3,NA,2,2,2,1,2,1
1973,2,8,4,2,2,1,0,NA,1,1,1,NA,1,1
1973,2,10,1,7,2,1,3,NA,2,1,1,1,2,1
1973,1,7,2,1,4,1,0,NA,1,1,1,1,2,1
1973,1,5,0,4,3,1,0,NA,1,1,1,1,2,2
1973,1,2,3,1,9,1,1,NA,1,1,1,1,1,2
1973,2,12,3,1,6,1,3,NA,2,1,1,1,3,2
1973,2,12,8,4,8,1,1,NA,2,2,1,1,1,1
1973,1,19,2,2,11,1,0,NA,1,1,1,2,1,1
1973,2,14,3,2,11,1,6,NA,1,1,1,1,1,1
1973,2,12,0,7,10,1,2,NA,2,1,1,3,1,2
1973,2,16,NA,2,NA,1,4,NA,2,1,1,5,2,1
1973,1,16,0,2,6,1,6,NA,2,1,2,5,2,2
1973,1,18,0,7,NA,1,5,NA,1,1,1,4,1,2
1973,2,20,0,6,8,1,2,NA,2,1,1,4,2,1
1973,2,15,7,2,NA,1,0,NA,NA,1,1,NA,2,1
1973,2,14,7,1,8,1,6,NA,1,1,1,2,1,1
1973,1,8,7,2,3,1,0,NA,2,1,1,1,1,1
1973,2,12,5,4,9,1,2,NA,1,1,1,4,1,1
1973,1,8,0,2,4,1,1,NA,1,1,1,1,1,2
1973,2,9,6,3,2,2,1,NA,1,2,2,1,1,1
1973,2,2,7,6,4,2,7,NA,NA,NA,NA,1,1,1
1973,1,2,6,6,2,2,1,NA,2,2,2,1,2,1
1973,2,6,6,3,3,2,6,NA,2,2,2,1,2,NA
1973,1,4,3,7,2,2,0,NA,1,1,2,1,2,1
1973,2,12,1,2,9,1,1,NA,2,1,1,1,1,2
1973,2,12,0,2,2,1,0,NA,1,1,1,1,2,1
1973,1,16,0,2,12,1,5,NA,2,1,1,1,1,2
1973,1,14,7,2,10,1,3,NA,2,1,1,1,2,1
1973,1,12,1,2,5,1,5,NA,1,1,1,1,2,1
1973,1,11,8,1,4,1,4,NA,1,1,1,1,1,2
1973,2,12,6,2,9,1,4,NA,2,2,1,1,1,1
1973,2,11,7,1,5,1,1,NA,2,1,1,1,2,1
1973,1,12,7,1,10,1,4,NA,2,1,1,1,1,2
1973,1,11,1,4,10,1,4,NA,1,1,1,1,1,2
1973,2,14,8,6,9,1,3,NA,2,2,2,1,2,1
1973,2,18,7,2,10,1,0,NA,1,1,1,3,2,1
1973,1,17,8,1,10,1,4,NA,2,2,2,1,1,2
1973,1,18,7,2,10,1,5,NA,1,1,1,4,2,1
1973,1,20,2,2,9,1,5,NA,1,1,1,1,2,1
1973,2,7,4,3,7,2,7,NA,2,NA,2,1,2,1
1973,1,6,8,1,5,1,0,NA,2,NA,2,1,1,1
1973,2,4,5,3,2,2,1,NA,1,2,1,1,1,2
1973,1,3,3,3,6,2,7,NA,2,2,2,1,1,2
1973,2,4,8,3,1,2,0,NA,2,2,2,1,1,1
1973,1,13,6,1,7,1,3,NA,2,2,2,1,1,1
1973,2,12,0,2,NA,1,5,NA,1,1,1,1,1,1
1973,1,NA,4,1,9,1,1,NA,2,1,1,2,2,2
1973,2,8,4,2,2,1,3,NA,1,1,1,1,1,1
1973,1,13,2,2,8,1,5,NA,2,1,2,1,2,2
1973,2,13,7,5,9,1,0,NA,1,1,1,1,2,1
1973,1,10,1,3,10,2,1,NA,2,1,1,1,1,1
1973,2,16,2,6,9,1,4,NA,1,1,1,4,2,1
1973,1,12,6,3,8,2,0,NA,2,2,2,1,2,1
1973,2,8,2,2,5,1,4,NA,2,1,1,1,1,2
1973,1,12,2,2,9,1,4,NA,2,1,1,3,1,2
1973,2,12,6,2,6,1,5,NA,NA,1,1,1,2,1
1973,1,12,5,2,5,1,0,NA,2,1,1,1,1,1
1973,1,11,7,2,9,1,6,NA,1,1,1,1,2,1
1973,2,12,2,2,5,1,2,NA,2,1,1,1,1,1
1973,1,7,3,2,NA,1,1,NA,NA,NA,NA,1,1,2
1973,2,10,NA,2,NA,1,7,NA,NA,NA,NA,1,1,1
1973,2,8,2,2,2,1,0,NA,2,1,1,1,2,1
1973,1,14,6,2,9,1,6,NA,1,1,1,1,2,1
1973,2,8,6,2,5,1,1,NA,2,1,1,1,2,1
1973,1,11,0,2,7,1,1,NA,1,1,1,1,1,1
1973,1,12,1,4,4,1,5,NA,2,1,1,1,1,1
1973,2,12,7,3,5,2,1,NA,1,1,2,1,1,1
1973,2,12,7,6,6,2,0,NA,2,1,1,1,1,1
1973,2,12,7,3,9,2,0,NA,2,1,1,1,2,NA
1973,1,9,2,3,9,2,1,NA,2,1,2,1,1,2
1973,1,14,2,3,NA,2,1,NA,1,1,1,2,NA,1
1973,2,6,7,1,2,2,6,NA,2,2,2,1,2,2
1973,1,10,0,3,2,2,5,NA,1,2,2,1,1,1
1973,2,12,7,3,2,2,0,NA,2,NA,NA,1,2,2
1973,1,1,5,3,6,2,0,NA,2,2,2,1,1,1
1973,2,16,0,7,3,1,2,NA,1,1,1,NA,2,1
1973,1,8,2,1,9,1,1,NA,2,1,1,1,1,1
1973,2,12,7,4,9,1,4,NA,2,2,2,1,1,1
1973,2,8,6,1,7,1,1,NA,2,1,1,1,1,1
1973,2,12,6,3,3,2,3,NA,2,1,2,1,2,1
1973,1,8,2,1,3,1,6,NA,2,NA,2,1,1,1
1973,2,12,3,2,10,1,3,NA,1,1,1,NA,1,NA
1973,2,12,2,NA,10,1,0,NA,1,1,1,NA,1,2
1973,1,8,1,2,9,1,1,NA,1,1,1,1,1,2
1973,2,12,1,4,2,1,0,NA,1,1,1,NA,2,1
1973,1,12,0,1,10,1,3,NA,1,1,1,3,1,1
1973,2,12,2,2,8,1,1,NA,2,1,1,1,1,2
1973,1,16,1,6,11,1,7,NA,1,1,1,2,1,1
1973,2,12,2,6,5,1,5,NA,1,1,1,5,1,1
1973,2,12,4,4,9,1,1,NA,1,1,1,NA,1,1
1973,1,16,2,6,4,1,1,NA,1,1,1,4,2,2
1973,1,16,7,2,9,1,2,NA,1,1,1,1,2,1
1973,2,12,7,2,5,1,2,NA,2,1,1,1,2,NA
1973,2,10,0,NA,11,1,1,NA,1,1,1,5,1,1
1973,2,12,3,2,3,1,1,NA,2,1,1,NA,2,2
1973,2,12,1,7,12,1,3,NA,1,1,1,5,1,1
1973,2,12,8,6,9,1,2,NA,2,1,2,1,1,NA
1973,1,12,3,6,4,1,1,NA,1,1,1,4,2,1
1973,1,15,0,7,12,1,3,NA,1,1,1,4,2,1
1973,1,2,5,3,7,2,0,NA,2,NA,2,3,2,1
1973,1,12,0,6,12,2,2,NA,1,1,1,3,2,1
1973,2,12,0,4,NA,2,1,NA,1,1,1,1,2,1
1973,2,6,7,3,5,2,0,NA,1,1,1,1,2,1
1973,2,12,1,2,3,2,0,NA,1,1,1,4,2,2
1973,2,8,3,4,10,1,5,NA,1,1,1,1,2,1
1973,2,16,2,5,12,1,7,NA,1,1,1,3,2,1
1973,2,16,0,5,10,1,1,NA,1,1,1,4,1,1
1973,1,8,0,2,9,1,4,NA,1,1,1,1,2,1
1973,1,11,2,4,10,1,2,NA,1,1,1,3,2,1
1973,2,16,0,7,9,2,0,NA,1,1,1,3,2,1
1973,1,20,2,NA,10,1,0,NA,1,1,1,3,2,1
1973,2,19,3,4,4,1,1,NA,1,1,1,4,2,1
1973,1,12,7,6,8,1,7,NA,2,2,2,1,2,NA
1973,1,17,0,2,8,1,1,NA,1,1,1,4,2,1
1973,1,14,2,4,9,1,1,NA,1,1,1,1,2,1
1973,2,11,3,4,NA,1,1,NA,1,1,1,2,1,2
1973,2,5,0,4,4,1,5,NA,1,1,2,4,2,1
1973,1,14,3,2,10,1,4,NA,1,1,1,4,1,1
1973,2,8,4,2,6,1,5,NA,2,1,1,1,2,1
1973,1,12,2,4,9,1,3,NA,1,1,1,1,1,1
1973,2,11,6,4,11,1,0,NA,2,1,1,1,2,1
1973,2,8,3,4,9,1,1,NA,2,1,1,1,2,1
1973,1,5,8,4,2,1,5,NA,2,2,2,1,2,1
1973,2,10,7,4,8,1,1,NA,1,1,1,1,2,1
1973,1,17,3,4,12,1,4,NA,2,1,1,1,2,1
1973,2,16,4,5,12,1,2,NA,1,1,1,3,2,1
1973,1,18,3,5,12,1,4,NA,1,1,1,3,2,1
1973,2,14,7,4,10,1,5,NA,2,1,2,1,2,1
1973,2,12,7,4,9,1,2,NA,2,2,1,1,2,1
1973,1,18,2,2,9,1,2,NA,1,1,1,4,2,1
1973,2,13,2,4,10,1,3,NA,1,1,1,1,2,1
1973,2,12,7,4,12,1,2,NA,2,1,1,1,2,1
1973,1,16,2,4,10,1,0,NA,1,1,1,4,2,1
1973,1,14,6,4,9,1,4,NA,1,1,1,3,2,1
1973,1,15,2,7,12,1,5,NA,1,1,1,1,2,1
1973,2,12,7,4,NA,1,3,NA,1,1,2,2,2,1
1973,2,12,2,2,12,1,6,NA,1,1,1,3,1,1
1973,1,13,2,5,9,1,4,NA,1,1,1,3,1,1
1973,2,14,5,2,12,1,6,NA,1,1,1,2,1,1
1973,1,11,2,7,9,2,1,NA,1,1,1,1,1,1
1973,2,8,5,3,NA,2,0,NA,2,1,1,1,2,1
1973,2,11,4,3,1,2,1,NA,1,1,1,3,2,1
1973,1,15,3,4,9,2,7,NA,2,1,1,1,2,1
1973,1,10,6,4,5,3,1,NA,2,2,NA,1,2,1
1973,1,15,3,7,1,1,3,NA,1,1,1,3,2,1
1973,2,14,2,4,7,1,2,NA,2,1,2,5,2,1
1973,1,20,0,7,2,1,2,NA,1,1,1,4,2,NA
1973,2,14,0,7,4,1,1,NA,1,1,1,4,2,1
1973,2,16,3,2,8,1,5,NA,1,1,1,1,2,1
1973,2,15,3,5,10,1,1,NA,1,1,1,4,2,1
1973,2,12,0,7,11,1,2,NA,1,1,1,4,2,1
1973,2,12,0,5,7,1,1,NA,1,1,1,1,2,1
1973,1,17,0,7,8,1,1,NA,1,1,1,3,2,1
1973,1,12,0,5,8,1,1,NA,1,1,1,2,2,1
1973,2,12,6,4,8,1,3,NA,2,1,2,3,2,2
1973,1,12,2,4,9,1,0,NA,1,1,1,1,2,1
1973,1,8,4,4,4,2,1,NA,NA,NA,NA,1,2,1
1973,1,10,1,4,8,1,7,NA,1,2,1,1,2,1
1973,2,12,6,4,6,1,1,NA,2,1,1,1,2,1
1973,1,16,4,1,7,1,7,NA,1,1,1,NA,2,1
1973,2,NA,2,5,2,1,1,NA,2,2,1,1,2,1
1973,2,12,7,4,9,1,1,NA,2,1,1,1,2,1
1973,1,14,0,7,10,3,7,NA,1,1,1,1,2,2
1973,2,8,0,6,5,3,NA,NA,1,1,1,1,2,2
1973,2,11,0,6,12,1,2,NA,1,1,1,2,2,1
1973,2,12,3,4,11,1,5,NA,1,1,1,1,1,1
1973,2,11,3,2,NA,1,5,NA,1,1,1,1,2,1
1973,1,17,2,2,9,1,7,NA,1,1,1,2,2,1
1973,1,12,3,2,11,1,5,NA,1,1,1,1,1,2
1973,2,12,4,3,9,2,0,NA,2,1,2,1,2,1
1973,2,13,7,1,4,2,0,NA,2,NA,2,1,2,1
1973,1,16,7,1,9,2,5,NA,1,2,1,1,1,2
1973,2,16,8,3,11,2,1,NA,2,1,1,5,1,1
1973,1,12,6,4,12,2,1,NA,1,1,1,2,2,1
1973,2,13,2,2,8,1,0,NA,1,1,1,2,2,1
1973,2,12,3,5,7,1,0,NA,1,1,1,1,2,1
1973,1,14,3,5,NA,1,2,NA,1,1,1,1,2,1
1973,1,12,2,5,12,1,2,NA,1,1,1,4,2,1
1973,2,16,1,5,NA,1,2,NA,1,1,1,4,2,1
1973,1,14,7,4,11,1,6,NA,2,1,2,1,2,1
1973,2,11,7,4,10,1,2,NA,2,1,2,1,2,1
1973,1,16,7,4,12,1,3,NA,2,1,1,2,2,1
1973,2,14,2,5,9,1,5,NA,1,1,1,1,2,1
1973,2,16,3,5,NA,1,2,NA,1,1,1,4,2,1
1974,1,14,7,2,3,1,2,NA,2,1,NA,1,2,1
1974,1,16,8,1,10,1,0,NA,2,2,2,1,1,2
1974,2,10,3,2,2,1,0,NA,2,1,1,1,2,NA
1974,2,10,3,2,2,1,0,NA,2,1,1,1,2,1
1974,2,12,5,1,8,1,1,NA,2,1,1,1,2,1
1974,1,16,3,2,9,1,4,NA,1,1,1,1,1,2
1974,1,17,4,1,11,1,4,NA,1,1,1,NA,1,1
1974,1,10,8,2,4,1,0,NA,2,NA,2,1,1,1
1974,2,12,4,1,NA,1,5,NA,1,1,1,1,1,1
1974,2,11,4,1,4,1,0,NA,2,1,1,1,1,2
1974,1,6,8,3,4,2,5,NA,2,2,2,1,1,2
1974,1,5,5,3,NA,2,2,NA,2,1,1,1,1,1
1974,2,11,2,3,4,2,NA,NA,2,2,2,1,2,1
1974,2,12,5,3,NA,2,0,NA,2,2,2,1,1,2
1974,2,14,2,3,11,2,0,NA,2,2,2,1,1,2
1974,1,12,7,1,9,1,2,NA,2,1,1,1,1,2
1974,1,8,7,1,4,1,7,NA,2,1,1,1,1,2
1974,1,0,4,1,2,1,0,NA,2,1,1,1,1,1
1974,2,8,4,1,NA,1,5,NA,2,1,2,1,1,1
1974,2,10,7,3,2,2,4,NA,2,2,NA,1,1,1
1974,1,8,1,3,4,2,7,NA,2,1,2,1,1,1
1974,1,12,3,3,2,2,0,NA,2,1,2,1,1,1
1974,2,3,2,3,2,2,1,NA,2,2,2,1,2,1
1974,2,8,4,3,5,2,2,NA,2,1,1,1,1,2
1974,2,3,2,1,2,2,0,NA,2,NA,1,1,1,1
1974,1,9,8,2,NA,1,3,NA,NA,1,1,1,1,1
1974,1,15,3,7,11,1,3,NA,2,1,1,1,1,1
1974,2,7,7,1,10,1,4,NA,2,2,1,1,1,1
1974,2,12,7,2,9,1,1,NA,1,1,1,1,1,1
1974,2,13,8,1,9,1,2,NA,2,1,1,1,2,1
1974,1,12,5,2,12,1,0,NA,2,1,1,1,1,1
1974,1,8,7,1,2,1,0,NA,2,NA,2,1,1,1
1974,2,12,5,1,1,1,NA,NA,2,1,1,1,1,1
1974,2,8,7,2,3,1,1,NA,2,NA,2,1,1,2
1974,2,12,7,1,8,3,7,NA,2,1,2,1,1,1
1974,1,10,6,1,5,1,1,NA,2,1,1,1,1,2
1974,1,14,8,1,10,1,2,NA,2,1,1,1,1,1
1974,2,12,7,1,7,1,5,NA,1,1,1,2,1,1
1974,2,8,0,2,8,1,7,NA,1,1,1,3,1,2
1974,2,16,3,1,10,1,2,NA,1,1,1,1,1,1
1974,1,16,5,1,9,1,4,NA,1,1,1,1,1,2
1974,1,17,7,1,10,1,2,NA,1,1,1,4,1,2
1974,1,13,8,2,8,1,1,NA,2,1,1,1,1,1
1974,2,12,4,1,10,1,1,NA,1,1,1,1,1,2
1974,2,12,8,1,9,1,1,NA,2,1,1,1,1,1
1974,1,14,0,7,11,1,0,NA,1,1,1,3,1,2
1974,1,13,2,2,3,1,0,NA,2,1,1,1,1,2
1974,1,10,5,1,4,1,0,NA,2,1,1,1,1,2
1974,2,8,8,4,3,1,1,NA,2,2,2,1,1,1
1974,2,12,7,4,6,1,0,NA,2,2,2,1,2,1
1974,1,14,2,2,9,1,7,NA,1,1,1,5,2,1
1974,1,14,1,2,3,1,4,NA,2,1,1,1,2,1
1974,2,12,6,2,7,1,6,NA,1,1,1,1,2,1
1974,2,14,5,4,8,1,4,NA,2,2,2,1,2,1
1974,2,15,7,2,10,1,3,NA,2,1,1,5,2,1
1974,1,14,8,3,4,2,0,NA,2,2,1,1,1,1
1974,1,5,7,3,2,2,0,NA,2,1,2,1,1,1
1974,2,8,6,3,2,2,0,NA,NA,1,2,1,2,1
1974,2,9,7,1,3,2,5,NA,2,2,2,1,1,2
1974,2,14,7,3,9,2,1,NA,NA,1,1,1,1,2
1974,1,12,8,4,6,1,2,NA,2,2,2,1,2,2
1974,1,12,6,1,9,1,4,NA,2,2,2,1,1,2
1974,2,13,3,1,2,1,2,NA,2,1,1,1,2,1
1974,2,12,5,1,9,1,1,NA,2,1,1,1,1,1
1974,2,11,7,1,6,1,1,NA,2,1,1,1,1,1
1974,1,16,4,1,9,1,7,NA,2,1,1,1,1,1
1974,1,17,1,2,10,1,1,NA,1,1,1,1,1,1
1974,1,14,0,2,12,1,4,NA,1,1,1,1,1,2
1974,2,16,4,1,9,1,4,NA,1,1,1,1,1,1
1974,2,16,6,2,12,1,2,NA,1,1,1,4,1,1
1974,1,11,7,4,9,1,0,NA,2,1,1,1,1,2
1974,1,12,7,2,NA,1,2,NA,2,2,2,1,1,2
1974,2,12,8,1,NA,1,2,NA,2,2,2,1,1,1
1974,2,12,7,2,10,1,4,NA,2,1,1,1,1,2
1974,2,11,0,2,NA,1,0,NA,NA,1,1,1,1,1
1974,1,12,8,NA,3,1,6,NA,2,1,1,1,2,NA
1974,1,12,6,1,7,1,5,NA,2,1,1,1,3,2
1974,1,12,0,NA,8,1,1,NA,2,2,2,5,1,2
1974,2,8,0,1,1,1,5,NA,2,1,1,1,2,2
1974,2,7,7,1,2,1,5,NA,2,1,1,1,1,2
1974,1,11,5,1,12,1,3,NA,1,1,1,1,1,2
1974,1,12,2,7,11,1,1,NA,1,1,1,NA,1,2
1974,2,11,4,2,9,1,1,NA,1,1,1,4,1,2
1974,2,12,1,2,9,1,5,NA,1,1,1,1,1,2
1974,2,13,7,4,9,1,1,NA,2,1,1,2,1,1
1974,1,20,1,NA,10,1,1,NA,1,1,1,5,1,1
1974,1,16,1,7,9,1,5,NA,1,1,1,1,1,2
1974,2,9,0,3,6,1,1,NA,1,1,1,1,1,2
1974,2,12,3,2,8,1,1,NA,2,1,NA,1,1,1
1974,2,16,7,4,9,1,1,NA,2,1,1,5,2,1
1974,1,11,0,4,8,1,7,NA,1,1,1,1,1,2
